id,nnzA,myErr,umfErr,logratio,myElaps,umfElaps,ratio,mynnz,umfnnz,ratio,myflop,umfflop,ratio
2680,34955,1.19668e-05,2.98372e-15,22.1122,0.100426,0.069883,1.43706,952842,163541,5.82632,1.89106e+08,5.71001e+06,33.1183,Fail
1444,35185,4.3362e-06,2.54388e-16,23.5592,0.041367,0.025525,1.62065,306728,118315,2.59247,1.55962e+07,2.59779e+06,6.00366,Pass
2726,35587,6.42337e-05,9.75413e-15,22.6081,1.26285,0.040336,31.3083,3.67634e+06,152614,24.0891,3.54812e+09,5.37424e+06,660.208,Fail
1543,35699,5.82455e-05,6.95569e-13,18.2432,0.0693599,0.02821,2.4587,501317,84019,5.96671,9.68246e+07,2.53006e+06,38.2697,Fail
370,25344,9.59098e-06,3.52656e-16,24.0264,0.127639,0.022455,5.68421,44017,31776,1.38523,2.01761e+06,664292,3.03724,Pass
2668,36516,1.59565e-05,3.11025e-14,20.0558,0.253842,0.049818,5.09539,1.35215e+06,196652,6.87584,6.67624e+08,8.41717e+06,79.3168,Fail
2670,36741,1.35861e-05,2.32722e-14,20.1851,0.296301,0.066354,4.46546,1.66515e+06,239858,6.94222,1.05415e+09,1.37145e+07,76.864,Fail
2669,36789,1.41009e-05,2.13742e-14,20.3073,0.277875,0.061079,4.54944,1.72129e+06,243645,7.06475,1.14804e+09,1.36405e+07,84.1643,Fail
1866,36879,9.15245e-06,6.10623e-16,23.4306,0.239121,0.022633,10.5651,3.97108e+06,38932,102,6.67823e+07,139333,479.3,Pass
2728,37147,6.05139e-05,1.132e-14,22.3996,1.43375,0.045715,31.3628,4.14585e+06,160825,25.7786,4.31717e+09,5.6369e+06,765.877,Fail
735,15914,9.91931e-06,8.33429e-14,18.5948,0.0224143,0.009976,2.24682,56099,40817,1.3744,2.06425e+06,1.11423e+06,1.85263,Pass
2727,37339,5.77968e-05,1.73532e-14,21.9264,1.22284,0.055828,21.9037,3.67749e+06,167773,21.9194,3.06515e+09,6.50266e+06,471.368,Fail
1206,37465,1.08227e-05,4.38582e-16,23.9291,0.0443233,0.028095,1.57762,378701,226395,1.67274,2.60336e+07,1.05888e+07,2.4586,Fail
2671,37680,1.48884e-05,1.74112e-14,20.5667,0.293155,0.064485,4.5461,1.85942e+06,247646,7.50839,1.28522e+09,1.41903e+07,90.5702,Fail
2278,405,1.77649e-14,3.83374e-16,3.83597,0.00088688,0.000958,0.925762,1006,542,1.85609,5109,980,5.21327,Pass
2729,37891,5.78197e-05,1.09919e-14,22.3834,1.34491,0.059793,22.4928,4.55958e+06,164193,27.7696,4.93112e+09,5.69858e+06,865.324,Fail
2672,38136,1.72444e-05,3.28547e-14,20.0787,0.302453,0.06644,4.55227,1.66546e+06,242269,6.87444,1.00726e+09,1.32371e+07,76.0942,Fail
568,27491,1.24013e-05,4.33853e-14,19.4709,0.093512,0.049811,1.87734,479966,122832,3.9075,1.13434e+08,6.88843e+06,16.4673,Fail
363,39208,1.41173e-05,2.13459e-14,20.3098,0.0393761,0.02521,1.56192,347515,142578,2.43737,5.0339e+07,1.0032e+07,5.01782,Fail
2733,39669,1.40177e-05,7.11958e-15,21.4007,1.0093,0.090436,11.1604,3.54954e+06,192038,18.4835,3.26748e+09,9.35341e+06,349.336,Fail
2681,39961,8.80924e-06,7.58153e-15,20.8734,0.125997,0.082755,1.52253,1.12554e+06,197086,5.71089,2.29556e+08,7.9952e+06,28.7118,Pass
2683,40051,1.10868e-05,2.58859e-15,22.1779,0.141659,0.104664,1.35346,1.36123e+06,179746,7.57309,3.06911e+08,5.60348e+06,54.7714,Fail
2682,40077,1.03284e-05,3.33089e-15,21.8549,0.13648,0.159275,0.856883,1.22311e+06,185430,6.59608,2.78143e+08,6.26141e+06,44.4219,Fail
424,37200,9.40008e-06,2.0134e-14,19.9616,0.0224129,0.03416,0.656115,165747,106433,1.55729,1.45495e+07,7.5134e+06,1.93647,Pass
866,40965,8.1983e-12,1.40621e-12,1.76303,0.0590081,0.10192,0.578965,325821,466503,0.698433,1.96968e+07,3.72095e+07,0.529349,Pass
2351,36909,2.77928e-05,2.13787e-14,20.9856,0.0286596,0.032644,0.877944,81064,62412,1.29885,1.09947e+06,511845,2.14806,Fail
312,41746,8.08519e-06,1.58398e-13,17.7482,0.110728,0.078121,1.41739,909452,437746,2.07758,1.60082e+08,4.4664e+07,3.58414,Pass
2684,41937,1.05659e-05,1.46275e-14,20.398,0.158753,0.081582,1.94593,1.44604e+06,200182,7.22361,3.33379e+08,7.71571e+06,43.2078,Fail
825,41814,1.55903e-05,6.03567e-15,21.6722,0.0527818,0.044543,1.18496,480474,276641,1.73681,6.04471e+07,2.23523e+07,2.70429,Fail
1404,41952,8.97626e-06,5.3444e-14,18.9392,0.0356194,0.039943,0.891756,82171,63162,1.30096,4.38877e+06,782458,5.60895,Pass
923,42576,9.1114e-06,7.54601e-13,16.3066,0.0807365,0.058638,1.37686,619233,292160,2.1195,7.36111e+07,1.95475e+07,3.76576,Pass
1185,30003,2.75716e-12,3.286e-14,4.4297,0.0376641,0.022911,1.64393,115461,35182,3.28182,3.90356e+07,182378,214.037,Pass
2686,43295,1.10012e-05,2.74161e-15,22.1127,0.159958,0.091308,1.75185,1.49974e+06,212905,7.04418,3.3938e+08,7.49767e+06,45.2648,Fail
2687,43375,1.12138e-05,1.41643e-14,20.4897,0.187243,0.124363,1.50562,1.65934e+06,214508,7.73558,4.0877e+08,7.57978e+06,53.929,Fail
420,42760,1.3778e-05,1.36201e-13,18.4322,0.0280244,0.016846,1.66356,232276,113605,2.04459,1.77334e+07,4.78088e+06,3.70924,Fail
1548,43731,0.000124109,9.63245e-12,16.3715,0.115671,0.041741,2.77116,844738,93820,9.00382,2.33567e+08,2.20276e+06,106.034,Fail
2685,43991,1.17523e-05,5.02756e-15,21.5724,0.119838,0.102799,1.16575,1.39988e+06,223633,6.25974,3.26053e+08,8.86017e+06,36.7999,Fail
2688,44003,1.09726e-05,1.53854e-14,20.3852,0.137334,0.108562,1.26503,1.44651e+06,215107,6.7246,3.5471e+08,7.3512e+06,48.252,Fail
918,41767,9.39313e-06,2.11562e-12,15.3061,0.105485,0.088208,1.19587,763035,489014,1.56035,6.59297e+07,2.96174e+07,2.22605,Pass
2352,39438,4.75167e-05,4.64963e-12,16.1398,0.0259794,0.030677,0.846869,81011,63624,1.27328,961823,427840,2.24809,Fail
2697,42465,0.000116222,2.68128e-14,22.1899,0.18392,0.166742,1.10302,1.45311e+06,516141,2.81533,4.47105e+08,3.39872e+07,13.1551,Fail
2348,34921,1.63584e-05,3.36854e-11,13.0932,0.0276422,0.031267,0.884069,76757,60902,1.26034,968635,514656,1.8821,Fail
1427,9,1e-06,2.22045e-16,22.2281,9.81241e-05,0.000268,0.366135,12,10,1.2,11,9,1.22222,Pass
547,41057,2.72627e-05,4.45284e-13,17.9301,0.113893,0.139226,0.818044,834139,683876,1.21972,1.87956e+08,1.40324e+08,1.33945,Fail
1891,43620,4.98758e-05,2.29308e-13,19.1977,0.200635,0.277383,0.723314,2.07489e+06,1.47117e+06,1.41037,7.26925e+08,4.07162e+08,1.78534,Fail
865,46187,9.51597e-11,3.99205e-13,5.47384,0.0704678,0.127929,0.550835,442295,500359,0.883955,3.95929e+07,3.3207e+07,1.1923,Pass
466,1896,3.12711e-06,3.33067e-16,22.9628,0.00290143,0.002019,1.43706,15295,3166,4.83102,675616,15540,43.4759,Pass
1190,46560,3.76164e-16,1.33357e-17,3.33958,0.0691546,0.54598,0.126661,37527,47182,0.795367,2.42239e+07,3.7895e+08,0.0639237,Pass
372,34024,3.15396e-05,7.58443e-14,19.8458,0.0274365,0.039017,0.703193,67003,52263,1.28204,498881,215743,2.31239,Fail
2340,37272,1.16115e-05,4.60135e-15,21.6489,0.0278147,0.029354,0.947561,79510,59294,1.34095,1.01379e+06,419763,2.41516,Fail
421,47901,1.19993e-05,1.05828e-14,20.8489,0.035388,0.033793,1.0472,284554,156797,1.81479,1.86401e+07,6.10495e+06,3.05328,Fail
2346,35566,1.16115e-05,6.76629e-15,21.2633,0.0263181,0.028056,0.938056,78477,56778,1.38217,1.05762e+06,403523,2.62096,Fail
2341,37380,1.16115e-05,5.74897e-15,21.4262,0.0282522,0.02896,0.975559,79749,59441,1.34165,1.01536e+06,420253,2.41608,Fail
1197,2446,1.17062e-05,1.33313e-15,22.8959,0.00375036,0.002706,1.38594,3311,2654,1.24755,8591,4803,1.78867,Fail
2353,42120,8.87577e-05,1.40169e-14,22.5689,0.0334415,0.040023,0.835557,89075,68808,1.29454,1.06463e+06,490010,2.17268,Fail
1250,45083,2.18159e-06,8.14854e-13,14.8003,0.125677,0.141953,0.885342,952951,623667,1.52798,1.80814e+08,8.06691e+07,2.24143,Pass
437,48340,1.04494e-05,1.31083e-13,18.194,0.0337575,0.019829,1.70243,261582,135623,1.92874,1.89894e+07,5.82079e+06,3.26234,Fail
1544,49635,5.12242e-05,3.23389e-14,21.1832,0.143748,0.052054,2.76152,1.02033e+06,239457,4.26103,3.85764e+08,2.66084e+07,14.4978,Fail
1612,49699,8.98071e-06,4.35521e-15,21.447,0.0862566,0.077844,1.10807,726516,399242,1.81974,6.4334e+07,2.31155e+07,2.78316,Pass
2564,51400,1.40369e-06,4.18383e-12,12.7234,0.0403984,0.035445,1.13975,183497,122524,1.49764,3.01973e+06,1.47736e+06,2.044,Pass
2104,51480,1.69892e-10,3.49912e-12,3.88265,6.81775,2.97391,2.29252,1.47604e+07,1.62873e+07,0.906255,3.33728e+10,3.70523e+10,0.900693,Pass
2698,50488,0.00024292,1.14534e-13,21.4751,0.302115,0.13662,2.21135,2.63718e+06,421552,6.25589,1.04873e+09,2.69911e+07,38.8547,Fail
902,42204,0.00015678,3.57979e-14,22.2002,0.136973,0.185637,0.737854,951610,454125,2.09548,2.3547e+08,7.3888e+07,3.18685,Fail
432,33656,7.4388e-06,5.8993e-13,16.35,0.0300286,0.029545,1.01637,254888,126029,2.02246,1.93176e+07,4.77955e+06,4.04173,Pass
1243,53486,7.15978e-06,4.86404e-13,16.5047,0.116559,0.13426,0.868159,805179,595996,1.35098,1.09495e+08,6.0634e+07,1.80584,Pass
2245,95,3.05567e-06,2.498e-16,23.2274,0.000308737,0.00077,0.400957,154,128,1.20312,652,451,1.44568,Pass
1551,54471,0.00036598,8.19367e-14,22.2199,1.37483,0.066677,20.6193,4.10036e+06,71449,57.3887,4.6393e+09,686071,6762.13,Fail
438,30274,1.00749e-05,3.65698e-16,24.0393,0.0247443,0.011385,2.17341,164302,64276,2.5562,1.32631e+07,2.49099e+06,5.32445,Fail
2818,51886,2.49858e-06,4.76381e-14,17.7754,0.0358652,0.020234,1.77252,357638,139486,2.56397,3.48034e+07,6.33182e+06,5.49659,Pass
1552,56123,0.000176714,3.19277e-13,20.1317,0.546839,0.047783,11.4442,2.32819e+06,103039,22.5952,1.15121e+09,2.0266e+06,568.049,Fail
77,56126,1.2213e-05,9.10041e-16,23.32,0.0247727,0.013674,1.81166,160945,110274,1.4595,1.04948e+07,5.18735e+06,2.02316,Fail
580,50523,2.8218e-05,3.00248e-12,16.056,0.253785,0.316362,0.802198,1.71043e+06,1.4393e+06,1.18837,6.13081e+08,6.058e+08,1.01202,Fail
454,22317,8.77087e-06,3.77007e-15,21.5676,0.0312591,0.026603,1.17502,94231,70440,1.33775,1.95295e+06,1.05412e+06,1.85269,Pass
840,53668,9.62968e-06,2.99419e-15,21.8914,0.0172526,0.020488,0.842083,170847,108941,1.56825,4.85004e+06,2.01026e+06,2.41264,Pass
2425,57162,6.06689e-10,8.26779e-12,4.29565,0.150971,0.158651,0.951592,956400,675643,1.41554,1.16109e+08,6.04131e+07,1.92192,Pass
2424,57978,2.99743e-10,1.34899e-12,5.40357,0.122261,0.087877,1.39127,1.00707e+06,679670,1.4817,1.14674e+08,4.96546e+07,2.30944,Pass
465,26647,8.47849e-05,7.59375e-15,23.1361,0.0264808,0.013395,1.97692,64042,48537,1.31945,1.54912e+06,1.00016e+06,1.54888,Fail
2415,60086,9.30193e-12,3.74145e-13,3.21333,0.134203,0.140813,0.953058,673676,475197,1.41768,8.58932e+07,4.34697e+07,1.97593,Pass
2414,60760,5.81363e-11,8.12237e-13,4.27075,0.130939,0.139107,0.941283,1.10297e+06,602160,1.83169,1.35553e+08,5.72463e+07,2.36789,Pass
1245,61046,4.16817e-07,1.71271e-12,12.4023,0.238152,0.385537,0.617715,2.27535e+06,2.14472e+06,1.06091,5.57978e+08,5.71424e+08,0.976469,Pass
1868,61166,6.92208e-06,4.97042e-16,23.3571,0.18565,0.062081,2.99045,1.96111e+06,124484,15.7539,6.42882e+08,3.75447e+06,171.231,Pass
756,50904,1.65002e-12,8.71503e-14,2.9409,0.0705304,0.076186,0.925766,218795,136955,1.59757,9.18504e+06,2.71891e+06,3.37821,Pass
841,59546,8.56637e-06,2.26812e-15,22.0522,0.0203241,0.017677,1.14975,192111,127716,1.5042,8.13788e+06,3.66431e+06,2.22085,Pass
2354,54517,3.40686e-05,2.56049e-11,14.1011,0.0357958,0.0483,0.741114,115640,89382,1.29377,1.50344e+06,681116,2.20732,Fail
1554,62891,9.00041e-05,3.26928e-14,21.736,0.252472,0.090526,2.78894,1.518e+06,282066,5.38172,5.64419e+08,2.16448e+07,26.0764,Fail
2850,63024,8.65135e-06,2.96675e-14,19.4909,0.0286151,0.021311,1.34274,263451,86357,3.05072,6.36302e+07,5.49234e+06,11.5853,Pass
919,60487,1.0565e-05,7.62527e-14,18.7468,0.179865,0.152221,1.1816,1.26804e+06,915157,1.3856,1.35186e+08,6.96263e+07,1.9416,Fail
453,54254,5.60779e-06,1.56818e-15,21.9975,0.0737767,0.059477,1.24042,242878,160962,1.50892,5.30747e+06,2.17867e+06,2.43611,Pass
1191,63420,5.07244e-16,7.18691e-17,1.95415,0.0872967,0.626682,0.1393,51330,65736,0.780851,4.60306e+07,3.94703e+08,0.116621,Pass
1553,64333,0.000341972,2.81029e-14,23.2221,0.176196,0.047231,3.73052,1.3028e+06,154535,8.43044,3.46776e+08,4.26519e+06,81.3037,Fail
1549,65693,0.00131387,3.06366e-13,22.1792,1.36698,0.031732,43.0789,4.99347e+06,79210,63.0409,6.37093e+09,1.19894e+06,5313.78,Fail
1555,65941,0.000239165,5.9426e-14,22.1157,0.389547,0.072699,5.35835,2.23086e+06,159337,14.0009,8.87117e+08,9.01343e+06,98.4217,Fail
377,66528,6.95871e-06,2.69303e-16,23.9752,0.0306929,0.039989,0.767534,326554,293958,1.11089,1.80835e+07,1.68765e+07,1.07152,Pass
412,65875,1.76484e-05,1.4521e-13,18.6157,0.0920479,0.074342,1.23817,945875,564699,1.67501,1.81052e+08,5.96292e+07,3.0363,Fail
1432,67391,7.41469e-06,3.98751e-16,23.6461,0.1126,0.099144,1.13572,1.0222e+06,580843,1.75986,1.00019e+08,3.82861e+07,2.61241,Pass
1212,53479,2.64663e-05,9.3643e-17,26.3674,0.0326611,0.032603,1.00178,82380,67127,1.22723,396289,209747,1.88937,Fail
433,65940,5.75201e-06,2.94504e-16,23.6953,0.0437298,0.035844,1.22,425557,190930,2.22886,5.4622e+07,1.34297e+07,4.06726,Pass
1622,68019,2.73488e-05,2.50572e-11,13.903,0.0233906,0.024856,0.941044,139110,135697,1.02515,2.76204e+06,2.79787e+06,0.987195,Fail
417,67830,1.02784e-05,8.42747e-14,18.6192,0.0508724,0.048649,1.0457,466834,266593,1.75111,5.1228e+07,1.80644e+07,2.83586,Fail
2430,71192,2.00562e-12,2.23952e-14,4.49486,0.140805,0.126204,1.11569,392563,283041,1.38695,7.79303e+07,4.82454e+07,1.61529,Pass
2197,71760,1.49285e-10,7.9554e-13,5.23459,1.26457,0.917181,1.37876,5.40755e+06,4.65627e+06,1.16135,7.97992e+09,5.58194e+09,1.4296,Pass
414,47754,1.28067e-05,9.54791e-16,23.3195,0.0487736,0.049076,0.993838,430453,237664,1.81118,4.38434e+07,1.48381e+07,2.95479,Fail
2279,284,4.112e-06,3.64394e-17,25.4493,0.000720181,0.000935,0.770247,841,340,2.47353,7515,519,14.4798,Pass
1242,73963,1.03851e-05,3.4574e-13,17.218,1.25294,1.48325,0.844727,7.3215e+06,8.49294e+06,0.862069,5.55806e+09,8.3687e+09,0.664149,Fail
1556,74676,0.000147928,3.73016e-13,19.7984,0.370751,0.080207,4.62243,2.1574e+06,313105,6.89035,1.29529e+09,3.84555e+07,33.6829,Fail
2699,69984,0.000212246,7.17995e-14,21.8071,5.47516,0.17888,30.608,9.23419e+06,545004,16.9433,1.38804e+10,2.54612e+07,545.158,Fail
389,71278,4.8254e-06,7.38378e-14,17.9953,0.0548697,0.04564,1.20223,522334,215055,2.42884,5.4739e+07,1.13888e+07,4.8064,Pass
1557,77689,0.000151698,4.02237e-14,22.0507,0.31625,0.064729,4.88575,2.64442e+06,195342,13.5374,1.33226e+09,5.84525e+06,227.921,Fail
425,77031,1.80914e-05,8.85015e-14,19.1357,0.0531722,0.04652,1.143,449739,229694,1.95799,3.81353e+07,1.17125e+07,3.25595,Fail
1550,78571,0.000113876,2.11953e-13,20.102,0.207305,0.074121,2.79685,1.40483e+06,221373,6.34598,5.50097e+08,1.4321e+07,38.4119,Fail
410,79077,1.07959e-05,6.02955e-13,16.7006,0.0929305,0.064493,1.44094,936119,408800,2.28992,1.2652e+08,2.34122e+07,5.40403,Fail
2707,80645,7.61321e-06,7.47985e-14,18.4384,10.9063,0.058376,186.828,1.24637e+07,268536,46.4136,1.9091e+10,6.15167e+06,3103.38,Pass
2700,75464,0.000251564,5.22624e-14,22.2947,6.68732,0.318073,21.0245,1.11896e+07,1.41558e+06,7.90459,1.86852e+10,1.73368e+08,107.777,Fail
1559,81501,0.000334615,4.62102e-14,22.703,0.80427,0.056039,14.352,3.20201e+06,118681,26.9799,1.45687e+09,1.54079e+06,945.533,Fail
2701,77101,0.000348369,1.61278e-13,21.4934,6.48324,0.152748,42.444,1.42749e+07,542790,26.2992,2.65275e+10,2.11305e+07,1255.41,Fail
736,75236,3.56437e-05,5.7605e-14,20.2432,0.0918046,0.051632,1.77806,325445,240516,1.35311,1.82722e+07,9.31729e+06,1.9611,Fail
570,62515,1.24013e-05,1.55977e-13,18.1914,0.187982,0.142582,1.31841,984390,396149,2.4849,2.03015e+08,4.4046e+07,4.60916,Fail
1192,82880,6.47811e-18,5.11201e-17,-2.06575,0.120292,1.61637,0.0744209,67686,84229,0.803595,7.87294e+07,1.48032e+09,0.0531841,Pass
826,83148,1.38489e-05,1.38747e-13,18.4188,0.12214,0.101229,1.20657,1.17454e+06,618422,1.89925,1.98328e+08,5.99217e+07,3.30979,Fail
2702,79031,0.000377637,1.08313e-13,21.9722,6.94312,0.222602,31.1907,1.42377e+07,758526,18.7702,2.44796e+10,4.03628e+07,606.49,Fail
1563,85000,0.000249309,1.4985e-13,21.2323,0.296937,0.115181,2.578,2.27032e+06,397894,5.70584,1.14569e+09,4.22487e+07,27.1178,Fail
2703,79713,0.000250666,4.3008e-14,22.486,10.5633,0.280117,37.7103,1.29508e+07,977363,13.2508,2.18447e+10,6.56643e+07,332.673,Fail
2704,80706,0.00048984,1.57349e-13,21.8589,8.42503,0.205412,41.0153,1.51482e+07,808201,18.7432,2.72112e+10,3.8239e+07,711.608,Fail
1916,87025,1.78186e-06,4.22154e-16,22.1633,0.120864,0.075129,1.60875,1.17209e+06,612051,1.91502,1.44577e+08,4.28636e+07,3.37295,Pass
1249,81966,2.00703e-06,4.48281e-12,13.0119,0.405965,0.375828,1.08019,2.91025e+06,1.74637e+06,1.66646,1.04243e+09,3.8779e+08,2.68814,Pass
444,84723,1.02448e-05,9.5965e-14,18.4861,0.0875405,0.067143,1.30379,884776,390736,2.26438,1.65716e+08,2.71074e+07,6.11333,Fail
2413,89858,2.13934e-10,6.7021e-12,3.46324,0.222889,0.191197,1.16576,1.35282e+06,948968,1.42557,1.47501e+08,7.14425e+07,2.06461,Pass
224,47823,6.07479e-05,1.64348e-14,22.0306,0.0946198,0.034426,2.7485,203759,68429,2.97767,3.93128e+07,4.31297e+06,9.11503,Fail
2693,92703,1.27207e-05,5.35249e-15,21.5889,49.646,0.071506,694.291,3.51315e+07,224238,156.67,1.01329e+11,2.44088e+06,41513.4,Fail
1380,94026,5.16254e-14,2.75631e-16,5.2327,0.0585504,0.060122,0.97386,86458,70433,1.22752,1.18147e+07,2.53358e+07,0.466326,Pass
423,46443,1.07107e-05,7.43609e-13,16.483,0.0282633,0.030442,0.928431,301494,174318,1.72956,2.77907e+07,1.21872e+07,2.28033,Fail
839,90251,9.47669e-06,2.39682e-14,19.7954,0.0279513,0.049342,0.566481,309060,196201,1.57522,1.19315e+07,4.98328e+06,2.39431,Pass
461,62238,2.30662e-05,6.06073e-14,19.7572,0.0929098,0.081363,1.14192,336119,222812,1.50853,1.13786e+07,5.26958e+06,2.1593,Fail
288,95053,6.4644e-06,5.33085e-16,23.2187,0.167578,0.098705,1.69777,1.36297e+06,825003,1.65208,1.57243e+08,6.15837e+07,2.55333,Pass
1303,95977,9.64531e-06,1.63996e-15,22.4951,0.0292481,0.036826,0.794224,100475,95977,1.04687,372073,341899,1.08825,Pass
864,97645,3.43177e-05,2.85387e-16,25.5128,0.054572,0.033411,1.63335,485850,213563,2.27497,8.65887e+07,1.67322e+07,5.17496,Fail
2819,92228,2.68864e-06,5.9993e-14,17.6181,0.0821882,0.062815,1.30842,802093,316501,2.53425,1.0758e+08,1.86801e+07,5.75904,Pass
1183,91829,8.17667e-06,6.97373e-16,23.185,0.150062,0.088062,1.70405,1.36076e+06,356165,3.82058,3.09917e+08,2.36717e+07,13.0923,Pass
1376,72991,0.000673926,1.62833e-10,15.2359,0.240819,0.050044,4.81215,247034,107494,2.29812,6.66368e+06,648995,10.2677,Fail
1441,100015,6.65754e-05,4.37611e-16,25.748,0.0286733,0.018456,1.5536,178128,134859,1.32085,7.96506e+06,5.01736e+06,1.5875,Fail
1262,101576,2.20434e-10,5.54767e-12,3.68222,0.188601,0.265257,0.711012,1.1061e+06,1.322e+06,0.836691,1.678e+08,1.73213e+08,0.968747,Pass
1560,101607,0.000135189,1.27249e-12,18.4812,0.675988,0.162978,4.14773,4.35946e+06,623899,6.98744,3.49507e+09,6.03986e+07,57.8667,Fail
1624,102245,2.07354e-05,4.9844e-11,12.9385,0.0325432,0.037481,0.868259,208988,204031,1.0243,4.13104e+06,4.20603e+06,0.982172,Fail
2565,102863,4.01018e-06,9.0029e-05,-3.1113,0.068503,0.054247,1.2628,396063,241120,1.6426,7.18682e+06,2.83682e+06,2.53341,Pass
763,103599,1.08084e-15,5.37073e-16,0.699361,0.14502,0.163339,0.887847,232555,200697,1.15874,1.23673e+08,1.49567e+08,0.826869,Pass
365,104756,5.03486e-14,3.00134e-16,5.1225,0.175983,0.29656,0.593414,105224,100687,1.04506,5.31563e+08,7.59397e+08,0.69998,Pass
1193,104940,4.29127e-16,6.90976e-17,1.82623,0.142179,1.84293,0.0771484,85558,108333,0.789769,1.00967e+08,1.82347e+09,0.0553711,Pass
439,58861,1.23686e-05,4.4668e-16,24.0443,0.0315862,0.02058,1.5348,365107,140119,2.60569,3.44246e+07,6.52266e+06,5.27769,Fail
867,107362,8.35972e-10,2.1509e-12,5.96271,0.171115,0.368875,0.463883,1.17996e+06,1.98347e+06,0.594894,1.15837e+08,2.40562e+08,0.481525,Pass
1561,110285,0.00031185,7.64603e-14,22.129,0.785457,0.076809,10.2261,3.46635e+06,197445,17.556,2.10385e+09,4.23003e+06,497.359,Fail
2569,113343,6.96064e-06,3.40294e-15,21.4389,0.431297,0.362657,1.18927,4.41096e+06,2.32956e+06,1.89348,1.49302e+09,5.56081e+08,2.6849,Pass
582,102043,2.82181e-05,1.89232e-12,16.5177,0.581543,0.996341,0.583679,4.08021e+06,4.97321e+06,0.820439,1.65922e+09,3.66719e+09,0.452448,Fail
549,104754,2.84603e-05,1.51114e-12,16.7512,0.484583,0.768941,0.630195,2.84296e+06,2.65161e+06,1.07217,1.09708e+09,1.24862e+09,0.878641,Fail
428,77363,1.42717e-05,1.81052e-13,18.1828,0.0731704,0.102364,0.714806,672490,440997,1.52493,7.26684e+07,3.79791e+07,1.91338,Fail
1426,114962,1.38883e-05,5.43325e-12,14.754,3.7112,3.0083,1.23365,1.6306e+07,1.66344e+07,0.980261,1.61054e+10,2.02544e+10,0.795153,Fail
1562,123627,0.000393626,6.07607e-14,22.5917,1.93014,0.151389,12.7495,4.52076e+06,236993,19.0755,1.8837e+09,9.39061e+06,200.593,Fail
543,99108,4.8796e-05,4.44296e-16,25.4222,0.824219,0.114454,7.20131,557423,119233,4.67507,6.82451e+07,1.44676e+06,47.1712,Fail
572,96528,1.11719e-05,2.32471e-13,17.6879,0.324139,0.215415,1.50472,1.65778e+06,692967,2.3923,3.96725e+08,9.32993e+07,4.25218,Fail
1218,128097,4.99802e-06,1.88155e-10,10.1873,0.973396,1.09442,0.889417,7.66771e+06,5.41021e+06,1.41727,3.43429e+09,2.89509e+09,1.18624,Pass
1194,129600,5.01444e-19,8.45136e-17,-5.12718,0.236714,4.52123,0.0523561,106057,132620,0.799706,1.31424e+08,4.45779e+09,0.0294819,Pass
1565,130397,0.000494554,1.01942e-13,22.3025,4.78126,0.128184,37.3,1.10657e+07,255601,43.293,1.1556e+10,7.42216e+06,1556.96,Fail
1558,116587,9.96121e-05,2.07091e-13,19.9914,1.26902,0.146555,8.659,3.95778e+06,415684,9.52113,3.3535e+09,5.32869e+07,62.9328,Fail
2828,133458,1.67557e-05,4.73419e-16,24.2898,0.118806,0.092572,1.28339,574865,268368,2.14208,2.46718e+07,4.4938e+06,5.49018,Fail
819,1,2.1778e-06,0,Inf,6.99684e-05,0.000364,0.192221,2,1,2,0,0,NaN,Pass
395,131268,4.82541e-06,4.45423e-14,18.5007,0.125085,0.07166,1.74553,1.22081e+06,474764,2.5714,1.8227e+08,3.05571e+07,5.96489,Pass
1443,139233,4.90971e-06,5.43952e-16,22.9234,0.21521,0.129609,1.66046,1.87018e+06,642171,2.91228,1.73913e+08,2.74732e+07,6.33028,Pass
1247,140034,4.96375e-09,1.06562e-09,1.53861,0.278356,0.360149,0.772891,2.76183e+06,1.91333e+06,1.44347,5.41473e+08,2.91493e+08,1.85759,Pass
901,82497,4.59888e-05,3.65136e-14,20.954,0.179414,0.153623,1.16789,1.01586e+06,597431,1.70038,2.10277e+08,7.06204e+07,2.97757,Fail
2214,147971,8.76099e-06,1.14526e-13,18.1528,28.2052,0.623221,45.2571,4.4602e+07,6.41934e+06,6.94807,1.76046e+11,1.73887e+08,1012.42,Pass
2694,149532,5.90407e+10,7.66938e-15,57.303,173.483,0.200495,865.273,6.36479e+07,467026,136.283,2.49363e+11,8.16714e+06,30532.5,Fail
1272,149658,3.42741e-10,5.00193e-11,1.92456,4.80195,3.81851,1.25755,2.19664e+07,7.88462e+06,2.78598,3.70259e+10,5.38292e+09,6.87841,Pass
1295,150009,0.00238117,8.32667e-17,30.9843,20.3399,0.240476,84.5818,4.08221e+07,160009,255.124,1.63007e+08,300005,543.349,Fail
2695,155246,4.7375e-05,2.151e-14,21.5128,193.772,0.158531,1222.3,1.19362e+08,473456,252.109,6.7849e+11,7.92127e+06,85654.3,Fail
738,75236,3.56437e-05,3.10347e-14,20.8617,0.0892219,0.07468,1.19472,326790,237430,1.37636,1.82907e+07,8.96812e+06,2.03952,Fail
1568,157036,0.000345631,4.30094e-13,20.5046,0.889788,0.215958,4.12019,5.63596e+06,684627,8.23216,4.46388e+09,9.16832e+07,48.6881,Fail
551,141966,4.1776e-05,3.16871e-12,16.3945,0.709131,0.849279,0.83498,4.01867e+06,4.17879e+06,0.961682,1.83338e+09,2.83011e+09,0.647811,Fail
