id,nnzA,myErr,umfErr,logratio,myElaps,umfElaps,ratio,mynnz,umfnnz,ratio,myflop,umfflop,ratio
270,2604,8.89451e-06,1.11022e-15,22.8041,0.00310833,0.003518,0.88355,4617,3773,1.22369,15758,9043,1.74256,Pass
1637,324,1.59249e-06,2.22546e-16,22.6912,0.000190586,0.000261,0.730215,325,324,1.00309,3723,3723,1,Pass
125,3563,1.59796e-13,7.35523e-16,5.38107,0.0043047,0.004934,0.872456,8830,11416,0.773476,352369,838176,0.4204,Pass
2429,3640,4.23396e-13,1.64914e-15,5.54805,0.00579424,0.00549,1.05542,15631,10376,1.50646,843523,292161,2.88719,Pass
292,1961,3.16557e-06,3.84287e-15,20.5294,0.0013084,0.001664,0.786298,7035,4653,1.51193,130241,62835,2.07275,Pass
240,3427,6.31765e-06,1.00172e-15,22.5649,0.00631509,0.003716,1.69943,40616,17857,2.27451,2.46048e+06,474464,5.18581,Pass
251,2248,4.21675e-06,8.03796e-16,22.3807,0.00292669,0.002595,1.12782,10812,8237,1.31261,314650,209976,1.4985,Pass
245,3228,5.37917e-06,7.95804e-17,24.9368,0.0056912,0.003169,1.7959,25771,13536,1.90389,888408,249213,3.56485,Pass
87,125,3.639e-06,6.93889e-17,24.683,0.000385247,0.000534,0.721436,195,171,1.14035,405,291,1.39175,Pass
101,3809,6.79325e-13,1.84713e-14,3.60488,0.00696704,0.006144,1.13396,22379,18961,1.18026,2.17924e+06,1.73576e+06,1.25549,Pass
308,1948,6.79867e-06,7.26415e-17,25.2622,0.00142848,0.001311,1.08961,2108,1956,1.07771,7526,6298,1.19498,Pass
204,3889,1.677e-12,2.69743e-13,1.82729,0.00423078,0.005552,0.762028,22756,23650,0.962199,888165,728120,1.21981,Pass
2750,3952,7.88795e-05,9.77531e-15,22.8113,0.0117135,0.015256,0.767796,106295,8559,12.4191,1.78944e+07,97659,183.233,Fail
280,3988,2.87572e-06,6.01949e-15,19.9846,0.00596548,0.00401,1.48765,25061,15420,1.62523,574647,193872,2.96405,Pass
319,3996,1.19754e-06,1.11022e-16,23.1016,0.00261323,0.001733,1.50792,4001,3996,1.00125,5501,5493,1.00146,Pass
88,583,3.63922e-06,1.04083e-15,21.975,0.000893347,0.00109,0.819584,1150,885,1.29944,4716,2057,2.29266,Pass
216,3858,1.04284e-05,6.32827e-15,21.2228,0.00714698,0.00494,1.44676,21664,17001,1.27428,707020,438048,1.61402,Fail
89,818,4.6136e-06,1.45717e-16,24.1784,0.00117558,0.001421,0.827291,1871,1336,1.40045,10216,3853,2.65144,Pass
450,3235,2.45655e-06,5.27356e-16,22.2619,0.00505041,0.004527,1.11562,8144,6058,1.34434,53823,25962,2.07315,Pass
451,3734,1.1595e-05,3.57353e-16,24.2029,0.00503726,0.004699,1.07199,8038,6668,1.20546,42097,25881,1.62656,Fail
145,3744,1.84426e-06,1.11022e-16,23.5334,0.0038192,0.004041,0.945113,14527,12382,1.17324,238680,172629,1.38262,Pass
406,4317,1.00627e-05,5.7109e-15,21.2897,0.0027821,0.002782,1.00004,16415,11121,1.47604,675890,334467,2.0208,Fail
325,4380,5.05237e-06,1.94533e-16,23.9803,0.00730228,0.004139,1.76426,34951,19562,1.78668,1.1061e+06,354981,3.11595,Pass
90,1105,4.62126e-06,1.05818e-15,22.1974,0.00168826,0.001701,0.99251,3087,1840,1.67772,28370,6749,4.20359,Pass
2751,4593,7.99127e-05,1.01636e-14,22.7854,0.0133081,0.003728,3.56977,112769,10162,11.0971,1.79685e+07,125338,143.36,Fail
2754,4597,8.01093e-05,1.0322e-14,22.7724,0.0133372,0.004121,3.2364,115197,10135,11.3663,1.70141e+07,117274,145.08,Fail
1636,4640,4.55463e-07,8.5607e-14,15.4871,0.00743923,0.004695,1.5845,44501,23634,1.88292,1.82192e+06,598519,3.04405,Pass
83,1014,6.39477e-06,8.74301e-16,22.7131,0.0012835,0.001792,0.716239,2734,1622,1.68557,22345,5618,3.97739,Pass
300,4681,3.46978e-06,1.67032e-16,23.7569,0.00769956,0.004211,1.82844,36778,20873,1.76199,1.15715e+06,379948,3.04556,Pass
2752,4690,8.58131e-05,1.10619e-14,22.7719,0.0158301,0.00415,3.81448,109911,10450,10.5178,1.61147e+07,132713,121.425,Fail
84,1091,5.19203e-06,1.15186e-15,22.229,0.00169387,0.002402,0.705192,3194,1901,1.68017,30477,8546,3.56623,Pass
2755,4776,8.30098e-05,1.09267e-14,22.751,0.0127327,0.005498,2.31588,117303,10654,11.0102,1.62467e+07,124880,130.098,Fail
85,1880,5.19203e-06,1.4936e-15,21.9692,0.00286984,0.00292,0.982822,6420,3466,1.85228,88778,17505,5.07158,Pass
2753,4795,7.99123e-05,1.16441e-14,22.6494,0.0139204,0.004555,3.05607,109577,10626,10.3122,1.57354e+07,139497,112.801,Fail
86,1155,6.3865e-06,1.94289e-15,21.9133,0.00170873,0.001905,0.896971,3998,2050,1.95024,55204,9359,5.89849,Pass
2736,4941,6.94902e-06,1.04116e-15,22.6215,0.00636124,0.006014,1.05774,26360,18967,1.38978,1.00563e+06,466264,2.15678,Pass
130,5104,3.44169e-15,1.38778e-16,3.21084,0.0047827,0.005669,0.843658,8459,7692,1.09971,488867,561340,0.870893,Pass
131,3922,5.42365e-13,7.97713e-14,1.91678,0.00691957,0.00572,1.20972,21147,17055,1.23993,1.50386e+06,1.38168e+06,1.08843,Pass
1638,324,1.59249e-06,2.22546e-16,22.6912,0.000213221,0.000278,0.766982,325,324,1.00309,3723,3723,1,Pass
2673,5243,1.11289e-05,1.48514e-15,22.7373,0.0114079,0.004683,2.43602,70178,16400,4.27915,6.93273e+06,246864,28.0832,Fail
205,5272,1.73643e-11,8.05467e-14,5.37333,0.00769878,0.009156,0.840845,33305,39633,0.840335,1.48742e+06,1.48046e+06,1.0047,Pass
18,5300,4.84755e-13,2.83801e-15,5.14054,0.00744714,0.005772,1.29022,10058,7306,1.37668,92890,47552,1.95344,Pass
2665,5367,7.28831e-06,9.61931e-15,20.4458,0.00923239,0.004461,2.06958,60604,21017,2.88357,5.66387e+06,443121,12.7818,Pass
1346,179,7.68337e-06,2.22045e-16,24.2672,0.000466779,0.000594,0.785823,287,199,1.44221,755,303,2.49175,Pass
271,3988,8.99835e-06,1.55431e-15,22.4793,0.00569371,0.005389,1.05654,7319,6042,1.21135,26812,16475,1.62744,Pass
333,5632,1.06073e-06,1.89092e-14,17.8426,0.0096173,0.006086,1.58023,58564,31234,1.87501,2.71706e+06,917399,2.9617,Pass
2735,5535,1.1076e-05,5.92179e-15,21.3494,0.00568414,0.006397,0.888563,40351,30016,1.34432,3.79936e+06,2.03544e+06,1.8666,Fail
19,5824,7.44717e-14,2.66454e-15,3.33039,0.00672594,0.005926,1.13499,10802,7721,1.39904,91926,49033,1.87478,Pass
1059,337,3.86191e-06,1.11049e-16,24.2722,0.000614554,0.000725,0.847661,420,432,0.972222,607,693,0.875902,Pass
1061,337,2.97121e-06,1.11022e-16,24.0103,0.000640117,0.000578,1.10747,428,432,0.990741,633,693,0.91342,Pass
1060,337,2.96542e-06,2.35509e-17,25.5589,0.000633039,0.000599,1.05683,425,432,0.983796,627,693,0.904762,Pass
1896,5056,2e-06,1.00115e-15,21.4153,0.0075158,0.005641,1.33235,19822,14464,1.37044,353033,174658,2.02128,Pass
1058,335,3.9025e-06,2.32563e-17,25.8461,0.000637181,0.00055,1.15851,420,428,0.981308,627,679,0.923417,Pass
1062,337,4.47493e-06,2.43417e-17,25.9373,0.000714786,0.000587,1.21769,425,432,0.983796,622,693,0.897547,Pass
1055,337,3.54149e-06,1.11022e-16,24.1858,0.000698619,0.000693,1.00811,428,432,0.990741,634,693,0.914863,Pass
226,5970,5.15454e-06,3.6204e-16,23.3791,0.0122032,0.007974,1.53037,79454,38834,2.04599,5.72389e+06,1.62509e+06,3.52219,Pass
152,5628,1.02982e-05,8.56723e-17,25.5125,0.00692046,0.005971,1.15901,27707,22172,1.24964,694904,518933,1.3391,Fail
297,3131,5.33434e-06,1.71005e-16,24.1635,0.00401374,0.002911,1.37882,18006,11181,1.61041,505461,206160,2.45179,Pass
134,5994,8.19657e-16,2.498e-16,1.18822,0.00523908,0.005546,0.944659,6621,8775,0.75453,241745,416761,0.580057,Pass
127,6027,7.96104e-14,3.9012e-16,5.31845,0.00705784,0.008116,0.869621,13377,9347,1.43115,1.88952e+06,2.17407e+06,0.869118,Pass
20,6050,8.05189e-14,4.996e-15,2.77985,0.00709607,0.006916,1.02604,12064,8192,1.47266,124137,56518,2.19642,Pass
2720,6095,1.1155e-05,2.87476e-15,22.0792,0.00488681,0.005241,0.932419,26845,18524,1.4492,671736,281873,2.38312,Fail
1626,6070,1.19595e-05,4.71107e-15,21.6549,0.00745601,0.006492,1.14849,13553,11486,1.17996,73795,49950,1.47738,Fail
176,6264,9.78058e-13,1.79676e-13,1.69441,0.00952073,0.011996,0.793659,35952,54513,0.659512,1.34206e+06,2.26853e+06,0.5916,Pass
2561,6333,9.18809e-07,3.32113e-15,19.4383,0.00758813,0.004627,1.63997,21465,15776,1.36061,345586,206227,1.67576,Pass
21,6511,1.75231e-13,1.16573e-15,5.01276,0.00765122,0.007391,1.03521,13634,9577,1.42362,155912,61854,2.52065,Pass
2719,6523,1.10986e-05,1.85172e-14,20.2114,0.00659514,0.009085,0.725937,27830,19731,1.41047,749462,341378,2.1954,Fail
105,6665,2.475e-12,4.00201e-15,6.4272,0.00746856,0.008147,0.916725,26859,19500,1.37738,2.46959e+06,1.64472e+06,1.50152,Pass
225,6858,7.86523e-06,3.4785e-16,23.8417,0.0133118,0.012045,1.10517,93752,50374,1.86112,6.64509e+06,2.3931e+06,2.77677,Pass
177,6865,3.62711e-12,3.39527e-13,2.36864,0.00970548,0.017732,0.547343,48497,75733,0.640368,2.30557e+06,4.96363e+06,0.464492,Pass
2730,6891,6.35139e-06,2.45191e-15,21.6751,0.0216078,0.005226,4.13467,146186,21028,6.95197,2.42526e+07,411014,59.0067,Pass
2423,7076,3.65521e-12,5.9501e-14,4.11792,0.00892642,0.008438,1.05788,34562,25012,1.38182,956578,459141,2.08341,Pass
104,7228,1.59655e-12,3.65673e-15,6.07903,0.00887194,0.009231,0.961103,24854,16933,1.46778,5.34822e+06,3.53328e+06,1.51367,Pass
135,7285,1.23311e-13,9.15934e-16,4.90252,0.00773494,0.007211,1.07266,14047,11916,1.17884,585646,1.20046e+06,0.487851,Pass
1628,7300,1.08424e-06,8.59501e-16,20.9556,0.0126459,0.008431,1.49993,83082,42604,1.9501,4.36454e+06,1.37765e+06,3.16811,Pass
2722,7323,2.69656e-05,6.09247e-15,22.2108,0.0312031,0.009189,3.3957,160219,24452,6.55239,2.89216e+07,513775,56.2924,Fail
