id	myErr	matlabErr	ratio	myElaps	matlabElaps	ratio	mynnz	matlabnnz	ratio	myflop	matlabflop	ratio
2700	6.10352e-05	5.69317e-14	1.07208e+09	69.7152	0.216334	322.257	1.37026e+07	697198	19.6538	2.4147e+10	3.40322e+07	709.533	Fail
1559	2.4638e-09	4.62102e-14	53317.3	26.3242	0.063208	416.469	4.49995e+06	118681	37.9164	2.06683e+09	1.54079e+06	1341.41	Pass
2701	1.90735e-06	1.54069e-13	1.23799e+07	81.4983	0.238489	341.728	1.62821e+07	769208	21.1674	2.96327e+10	3.68463e+07	804.224	Pass
736	6.18937e-13	4.37405e-14	14.1502	2.40592	0.051665	46.5676	339297	245782	1.38048	1.87847e+07	9.25082e+06	2.03059	Pass
570	1.57231e-12	3.159e-13	4.97725	8.23532	0.125915	65.4038	1.3938e+06	437595	3.18515	3.71208e+08	5.9542e+07	6.23439	Pass
1192	1.6263e-19	5.32072e-17	0.00305655	3.56072	1.50843	2.36055	68329	84792	0.805843	96245	115756	0.831447	Pass
826	1.39165e-10	7.85667e-13	177.13	4.46301	0.089565	49.8298	1.16496e+06	785170	1.4837	1.95448e+08	8.31546e+07	2.35042	Pass
2702	1.19222e-07	1.00676e-13	1.18422e+06	88.6053	0.221441	400.131	1.54285e+07	767494	20.1024	2.83606e+10	4.16228e+07	681.372	Pass
1563	3.39757e-10	1.4985e-13	2267.31	10.0737	0.096448	104.447	2.3421e+06	397894	5.88624	1.1945e+09	4.22368e+07	28.2809	Pass
2703	4.28196e-05	4.66012e-14	9.18851e+08	92.5968	0.276739	334.6	1.46326e+07	998025	14.6616	2.66619e+10	6.65943e+07	400.362	Fail
2704	5.72205e-06	1.78983e-13	3.19698e+07	80.4722	0.169158	475.722	1.69693e+07	822588	20.6291	3.11485e+10	3.8914e+07	800.445	Pass
1916	7.57249e-08	4.22154e-16	1.79377e+08	5.01797	0.082974	60.4764	1.23433e+06	612051	2.0167	1.55877e+08	4.28636e+07	3.63659	Pass
1249	1.45429e-09	3.48674e-12	417.091	11.9676	0.227166	52.6823	2.67462e+06	1.59292e+06	1.67907	7.8913e+08	3.08194e+08	2.5605	Pass
444	9.99353e-11	9.5965e-14	1041.37	3.39587	0.046576	72.9103	843396	390736	2.15848	1.55783e+08	2.71072e+07	5.74692	Pass
2413	1.12135e-09	6.7021e-12	167.314	7.36551	0.184388	39.9457	1.39353e+06	948968	1.46847	1.35971e+08	6.69744e+07	2.03019	Pass
224	2.53656e-12	1.53161e-14	165.614	7.05137	0.029546	238.657	475644	110764	4.29421	8.60724e+07	4.33238e+06	19.8672	Pass
2693	4.99059e-10	5.35249e-15	93238.6	288.708	0.070324	4105.39	4.80128e+07	224238	214.116	1.8024e+11	2.44039e+06	73857	Pass
1380	5.33174e-14	2.75631e-16	193.437	0.987859	0.066023	14.9623	88261	70433	1.25312	767891	568515	1.3507	Pass
423	1.09267e-10	2.51972e-13	433.647	3.08176	0.063914	48.2172	568472	376494	1.50991	7.11601e+07	3.8655e+07	1.8409	Pass
839	1.10555e-12	1.09507e-14	100.957	1.63944	0.028978	56.5752	361603	198128	1.8251	1.53315e+07	4.92504e+06	3.11296	Pass
461	1.77289e-14	7.57123e-14	0.234162	2.34996	0.064483	36.4431	318750	229370	1.38968	8.47096e+06	4.89424e+06	1.7308	Pass
288	3.7e-11	5.33085e-16	69407.4	6.06528	0.091358	66.3902	1.38489e+06	825003	1.67864	1.61275e+08	6.15837e+07	2.6188	Pass
1303	2.72005e-15	1.63996e-15	1.6586	0.874797	0.034654	25.2438	100765	95977	1.04989	371656	341899	1.08703	Pass
864	7.68599e-07	2.85387e-16	2.69318e+09	2.06842	0.035334	58.5391	464083	213563	2.17305	8.11233e+07	1.67322e+07	4.84832	Pass
2819	6.93636e-09	1.91135e-14	362904	3.29363	0.060343	54.5817	790707	320421	2.46771	9.59064e+07	1.83707e+07	5.22061	Pass
1183	4.94257e-11	1.12996e-16	437412	58.391	0.091946	635.057	8.46263e+06	361529	23.4079	6.93165e+09	2.36743e+07	292.792	Pass
1376	1.03352e-08	1.86468e-12	5542.64	14.3585	0.081302	176.607	1.34529e+06	222984	6.03311	1.25353e+08	4.41381e+06	28.4002	Pass
1441	6.0072e-10	4.37611e-16	1.37273e+06	0.920553	0.017027	54.0643	173565	134859	1.28701	7.59193e+06	5.01736e+06	1.51313	Pass
1262	6.66721e-11	5.54767e-12	12.018	5.73611	0.296633	19.3374	1.12456e+06	1.322e+06	0.850651	8.15384e+07	1.17303e+08	0.69511	Pass
1560	1.92127e-08	2.13861e-12	8983.74	17.476	0.121629	143.683	4.14644e+06	623978	6.64517	2.89391e+09	6.03311e+07	47.9671	Pass
1624	1.60734e-12	6.15961e-15	260.948	1.12562	0.054551	20.6342	204612	358753	0.570342	3.92327e+06	1.58715e+07	0.24719	Pass
2565	2.16373e-05	9.0029e-05	0.240337	2.08477	0.054623	38.1665	400925	241130	1.66269	7.30991e+06	2.81863e+06	2.59343	Pass
763	1.00365e-15	5.37073e-16	1.86873	2.98162	0.140365	21.2419	215551	200697	1.07401	1.9355e+06	3.0725e+06	0.629944	Pass
365	1.93179e-14	3.00134e-16	64.3641	3.54907	0.3079	11.5267	93919	100687	0.932782	923046	1.57226e+06	0.58708	Pass
1193	0	6.96871e-17	0	4.59548	1.64606	2.79181	86876	108966	0.797276	123009	151925	0.809669	Pass
439	0.00554772	6.35676e-16	8.72727e+12	3.62967	0.070111	51.7703	809694	233187	3.47229	1.15134e+08	1.06688e+07	10.7916	Fail
867	1.73722e-10	2.1509e-12	80.7671	5.16947	0.503542	10.2662	1.21434e+06	1.98347e+06	0.612231	1.05276e+08	2.15273e+08	0.489037	Pass
1561	1.16574e-08	7.64603e-14	152464	29.37	0.093437	314.33	5.99668e+06	197445	30.3714	4.45437e+09	4.23003e+06	1053.04	Pass
2569	0.538859	3.40294e-15	1.58351e+14	17.7554	0.332255	53.439	4.41872e+06	2.32956e+06	1.89681	1.4894e+09	5.55895e+08	2.67928	Fail
582	3.94679e-07	7.18187e-12	54954.9	21.8359	1.05158	20.7649	4.68087e+06	5.34168e+06	0.876292	1.97403e+09	4.20105e+09	0.469891	Pass
549	2.85276e-07	1.2742e-12	223886	16.1795	0.504505	32.0701	3.5141e+06	2.61062e+06	1.34608	1.53833e+09	1.16083e+09	1.3252	Pass
428	5.93866e-11	1.81052e-13	328.009	2.84122	0.076887	36.9531	681668	471422	1.44598	6.32912e+07	3.84881e+07	1.64443	Pass
1426	1.66597e-07	5.43325e-12	30662.6	71.3986	2.81884	25.3291	1.70741e+07	1.66344e+07	1.02643	1.64711e+10	2.01303e+10	0.818225	Pass
1562	1.49651e-09	8.12785e-14	18412.1	35.2996	0.11454	308.186	5.59712e+06	237025	23.614	1.86552e+09	9.38673e+06	198.74	Pass
543	2.64958e-14	4.44296e-16	59.6355	60.0748	0.094869	633.24	5.38829e+06	119272	45.1765	7.29736e+09	1.44676e+06	5043.92	Pass
572	1.48444e-12	2.33101e-13	6.36821	11.6128	0.243304	47.7296	1.90152e+06	848500	2.24103	5.11117e+08	1.42963e+08	3.57516	Pass
1218	5.96046e-08	1.11512e-11	5345.13	25.3946	0.98593	25.757	4.57822e+06	5.23818e+06	0.874009	1.82848e+09	2.55761e+09	0.714917	Pass
1194	0	8.60924e-17	0	5.6628	4.33332	1.30681	107271	133323	0.804595	151956	198166	0.766812	Pass
1565	1.35795e-09	1.01942e-13	13320.8	78.7511	0.141446	556.758	1.48176e+07	255601	57.9717	1.46184e+10	7.42216e+06	1969.56	Pass
1558	6.53382e-10	2.07091e-13	3155.05	17.5734	0.114043	154.094	4.05475e+06	415684	9.7544	3.45865e+09	5.32819e+07	64.9122	Pass
2828	4.62344e-09	3.61727e-16	1.27816e+07	3.54752	0.093594	37.9033	629942	270799	2.32623	3.01313e+07	4.48401e+06	6.71973	Pass
819	4.74208	0	Inf	6.55915	0.011728	559.273	1.36015e+06	130371	10.4329	3.97307e+08	0	Inf	Fail
395	6.2935e-10	5.38292e-14	11691.6	5.04286	0.085472	59.0001	1.23169e+06	481806	2.5564	1.78447e+08	3.05699e+07	5.83734	Pass
1443	3.80158e-14	5.43952e-16	69.8881	7.48173	0.1125	66.5043	1.77784e+06	642171	2.76848	1.63245e+08	2.74732e+07	5.94197	Pass
1247	3.7312e-09	1.06562e-09	3.50145	11.3283	0.291469	38.8662	2.99574e+06	1.91333e+06	1.56572	5.83294e+08	2.91078e+08	2.00391	Pass
901	1.13104e-11	1.89561e-14	596.665	321.109	0.177888	1805.12	2.02197e+07	637364	31.7239	1.32962e+10	6.32424e+07	210.241	Pass
2214	2.38609e-09	6.24425e-14	38212.5	235.901	0.616437	382.684	4.68636e+07	5.69391e+06	8.23048	1.82516e+11	1.49286e+08	1222.59	Pass
2694	2.9093e-09	7.66938e-15	379341	702.734	0.228901	3070.04	1.01753e+08	467026	217.875	4.76033e+11	8.15604e+06	58365.7	Pass
1272	3.25806e-10	5.00193e-11	6.51361	97.2699	4.08263	23.8253	2.19992e+07	7.88462e+06	2.79014	3.44807e+10	3.78211e+09	9.1168	Pass
1295	5.87934e-12	8.32667e-17	70608.5	729.917	0.316904	2303.27	1.46925e+08	160009	918.231	6.26918e+11	300005	2.08969e+06	Pass
2695	6.66222e-09	2.151e-14	309726	725.183	0.174111	4165.06	9.93095e+07	473456	209.754	4.59626e+11	7.90979e+06	58108.5	Pass
738	3.81935e-12	2.07285e-13	18.4256	3.48869	0.094956	36.7401	639470	496160	1.28884	3.32329e+07	1.86475e+07	1.78216	Pass
1568	1.16348e-09	4.30094e-13	2705.19	30.4536	0.192297	158.368	5.982e+06	684631	8.73756	5.48342e+09	9.16779e+07	59.8118	Pass
551	1.93712e-08	1.19883e-11	1615.84	24.8747	0.822381	30.2472	5.44768e+06	4.19729e+06	1.2979	2.79158e+09	2.82969e+09	0.986533	Pass
2537	2.24171e-08	5.81405e-15	3.85568e+06	2.05436	0.108547	18.926	364658	246296	1.48057	5.74132e+06	3.47999e+06	1.64981	Pass
455	4.45853e-12	1.15759e-10	0.0385157	4.1734	0.072142	57.8498	475758	303683	1.56663	1.90813e+07	8.43902e+06	2.26108	Pass
1874	4.41326e-09	1.86483e-15	2.36658e+06	3.09019	0.094233	32.7931	422429	221213	1.9096	1.04324e+07	1.3257e+06	7.8694	Pass
2708	2.74084e-10	1.71892e-14	15945.1	128.983	0.118784	1085.86	3.28436e+07	676131	48.5758	1.03698e+11	2.08344e+07	4977.28	Pass
1567	3.43299e-10	3.57417e-13	960.5	34.6608	0.257872	134.411	7.65944e+06	769287	9.95654	1.02885e+10	1.61616e+08	63.6602	Pass
834	4.11471e-11	2.83218e-15	14528.4	43.6751	1.00411	43.4965	1.05981e+07	6.94946e+06	1.52503	4.388e+09	3.64651e+09	1.20334	Pass
818	0.0387179	0	Inf	4.36108	0.036024	121.06	872388	167178	5.21832	7.59707e+07	0	Inf	Fail
584	2.2867e-08	6.5026e-12	3516.59	35.0451	1.66349	21.0672	7.44619e+06	9.50112e+06	0.783717	3.32015e+09	8.66662e+09	0.383096	Pass
574	1.29599e-09	3.39885e-13	3813.02	16.3176	0.284571	57.3412	2.75518e+06	1.05157e+06	2.62006	7.8345e+08	1.79148e+08	4.37319	Pass
1365	3.40358e-08	2.6507e-14	1.28403e+06	61.4364	2.59479	23.6768	1.29682e+07	1.16738e+07	1.11088	2.11494e+10	2.12913e+10	0.993332	Pass
1299	7.48021e-09	5.26649e-10	14.2034	79.9223	5.55091	14.3981	2.02971e+07	3.15267e+07	0.643807	2.21275e+10	5.10646e+10	0.433323	Pass
364	8.29909e-14	8.06321e-16	102.925	2.77655	0.20517	13.5329	106305	46093	2.30632	1.06959e+06	622801	1.71739	Pass
1564	1.23173e-08	1.91054e-14	644705	53.8619	0.088734	607.004	7.55236e+06	245324	30.7853	3.94681e+09	4.77414e+06	826.705	Pass
289	2.24349e-09	3.96046e-13	5664.72	15.0286	0.503078	29.8734	3.36772e+06	2.76792e+06	1.2167	7.4976e+08	5.30288e+08	1.41388	Pass
1204	4.75162e-10	5.597e-16	848958	9.84772	0.101017	97.4858	2.42621e+06	971065	2.49851	3.79638e+08	7.98736e+07	4.75299	Pass
832	6.84505e-10	2.29054e-15	298840	75.72	1.60914	47.0562	1.88518e+07	1.07318e+07	1.75663	1.75555e+10	9.62535e+09	1.82388	Pass
833	4.0235e-10	4.66636e-15	86223.4	65.5009	1.63741	40.0027	1.77335e+07	1.05378e+07	1.68285	1.56727e+10	9.07319e+09	1.72736	Pass
1298	5.28554e-09	1.67956e-13	31469.7	1299.13	0.377139	3444.69	2.03273e+08	351191	578.809	1.74089e+12	2.02689e+06	858896	Pass
2820	6.59475e-10	3.18208e-13	2072.46	7.32293	0.10157	72.0974	1.84327e+06	753679	2.4457	3.02689e+08	5.88363e+07	5.14459	Pass
1862	2.24627e-10	5.17397e-10	0.434148	50.7221	2.1142	23.9912	1.33665e+07	1.39257e+07	0.959847	9.26365e+09	1.32477e+10	0.699264	Pass
1111	1.47328e-12	4.61996e-17	31889.5	1379.99	0.195427	7061.4	4.79321e+07	357833	133.951	7.41905e+10	1.49732e+06	49548.9	Pass
1109	1.06189e-14	1.8822e-14	0.564175	1183.3	0.136629	8660.67	1.71293e+07	429530	39.8791	1.2448e+10	1.09503e+07	1136.78	Pass
1569	1.90275e-09	9.21298e-13	2065.29	57.0948	0.287922	198.3	1.08339e+07	865461	12.5181	1.12052e+10	1.59052e+08	70.4499	Pass
1941	4.49846e-11	2.83823e-15	15849.5	3.51837	0.133465	26.3617	423830	344649	1.22974	8.84864e+07	4.71768e+07	1.87563	Pass
764	4.64787e-13	1.03508e-14	44.9034	3.73173	0.501225	7.44521	262957	367149	0.716213	3.06934e+06	1.10825e+07	0.276953	Pass
1371	1.41277e-08	5.12138e-15	2.75858e+06	67.9002	0.226279	300.073	4.04985e+06	378942	10.6873	7.45084e+08	4.558e+06	163.468	Pass
2709	7.08617e-11	9.89024e-15	7164.81	243.726	0.215369	1131.67	5.102e+07	853060	59.8082	1.89338e+11	2.77966e+07	6811.54	Pass
1366	1.16503e-07	1.02355e-14	1.13823e+07	64.5586	2.76781	23.3248	1.65007e+07	1.50474e+07	1.09658	2.97932e+10	3.08768e+10	0.964906	Pass
1854	5.01993e-05	7.08721e-16	7.08308e+10	22.5788	0.315425	71.5823	4.74076e+06	2.06402e+06	2.29686	8.85945e+08	2.19751e+08	4.03158	Fail
1571	1.90736e-06	1.51201e-13	1.26147e+07	23.9726	0.19983	119.965	4.78701e+06	705562	6.78468	1.64642e+09	5.63524e+07	29.2165	Pass
1570	2.22849e-09	1.94156e-13	11477.8	51.4094	0.422642	121.638	1.17466e+07	1.53006e+06	7.67722	1.27342e+10	4.03383e+08	31.5685	Pass
552	8.66184e-11	6.79641e-12	12.7447	32.2845	1.25047	25.8179	7.09365e+06	5.77533e+06	1.22827	4.06574e+09	4.22434e+09	0.962457	Pass
2232	3.27844e-11	2.11089e-14	1553.11	3.80176	0.056889	66.8276	704446	243559	2.8923	4.36056e+07	4.87734e+06	8.94044	Pass
2566	0.0031798	7.8112e-10	4.07082e+06	4.34534	0.128966	33.6937	803781	473365	1.69802	1.4774e+07	5.41838e+06	2.72665	Fail
1240	2.97482e-08	5.18933e-12	5732.56	14.3963	0.378769	38.008	3.06462e+06	1.75973e+06	1.74153	4.28033e+08	1.58501e+08	2.70051	Pass
2710	2.76134e-10	9.71242e-15	28431	249.932	0.162635	1536.77	5.637e+07	857225	65.7587	2.20388e+11	2.64965e+07	8317.64	Pass
1907	2.38476e-13	3.08087e-15	77.4054	3.42265	0.190134	18.0013	174484	205495	0.849091	5.3051e+06	1.00641e+07	0.527133	Pass
1255	1.37187e-09	2.9378e-12	466.974	50.4636	0.86559	58.2996	1.25631e+07	5.25658e+06	2.38998	7.99638e+09	2.83274e+09	2.82284	Pass
1566	1.04025e-09	5.4291e-12	191.607	61.9014	0.251933	245.706	1.34361e+07	1.20606e+06	11.1405	2.03052e+10	4.78436e+08	42.4408	Pass
2711	3.127e-10	4.94825e-15	63194.1	254.223	0.177247	1434.29	5.73045e+07	912434	62.804	2.33926e+11	2.96191e+07	7897.8	Pass
576	2.90768e-12	2.79407e-13	10.4066	23.3695	0.518792	45.0461	3.70991e+06	1.54922e+06	2.39469	1.14172e+09	2.90829e+08	3.92574	Pass
2712	6.38682e-10	8.55734e-15	74635.6	284.581	0.158174	1799.17	6.02819e+07	912846	66.0373	2.45334e+11	2.93231e+07	8366.56	Pass
2269	700.781	1.90232e-12	3.68382e+14	16.2962	0.648572	25.1262	3.83076e+06	3.58725e+06	1.06788	6.85472e+08	9.68431e+08	0.707816	Fail
2713	2.05892e-09	1.98112e-14	103927	286.386	0.176269	1624.71	6.12593e+07	945031	64.8226	2.55089e+11	3.03905e+07	8393.69	Pass
2714	6.58325e-10	1.76765e-14	37242.9	283.08	0.20931	1352.44	6.2622e+07	960465	65.1997	2.70198e+11	3.08926e+07	8746.35	Pass
2715	1.10458e-10	4.8494e-15	22777.7	280.585	0.206446	1359.12	6.41174e+07	949635	67.518	2.70913e+11	3.00065e+07	9028.47	Pass
2716	1.26308e-10	1.18224e-14	10683.7	287.491	0.181214	1586.47	6.00977e+07	961422	62.5091	2.56551e+11	3.06067e+07	8382.18	Pass
2717	7.62168e-10	6.18811e-15	123167	311.144	0.16916	1839.35	6.51393e+07	964529	67.5348	2.81089e+11	3.07739e+07	9134	Pass
284	2.15067e-08	9.37089e-14	229505	9.1692	0.233834	39.2124	1.51443e+06	903384	1.6764	2.71101e+08	8.70398e+07	3.11468	Pass
586	1.79861e-07	8.62586e-12	20851.4	48.9771	2.84146	17.2366	1.07325e+07	1.60922e+07	0.66694	5.16459e+09	1.94577e+10	0.265426	Pass
431	3.74635e-07	5.87428e-16	6.37754e+08	8.25094	0.242158	34.0726	1.7842e+06	1.07906e+06	1.65347	1.26286e+08	4.67508e+07	2.70126	Pass
1309	2.13111e-13	9.74277e-14	2.18737	3.74455	0.077653	48.2216	262963	229953	1.14355	983922	779836	1.2617	Pass
740	9.73249e-13	5.58438e-14	17.4281	4.87045	0.143824	33.864	878406	739810	1.18734	4.11487e+07	2.93401e+07	1.40247	Pass
2814	4.99139e-10	2.00103e-13	2494.41	10.9117	0.158602	68.7994	2.49215e+06	1.46864e+06	1.69691	6.21789e+08	2.04475e+08	3.0409	Pass
742	8.52494e-12	5.1358e-13	16.5991	5.51195	0.188015	29.3165	1.00859e+06	809820	1.24545	5.57909e+07	3.41293e+07	1.63469	Pass
969	0.105591	2.05653e-11	5.13444e+09	8.38143	0.236032	35.5097	1.899e+06	1.24874e+06	1.52073	2.76816e+08	1.12789e+08	2.45429	Fail
808	4.3956e-11	3.98504e-11	1.10302	19.6022	1.8978	10.3289	4.93772e+06	7.54222e+06	0.654678	3.15749e+09	8.70565e+09	0.362694	Pass
2829	5.46976e-09	2.30824e-16	2.36967e+07	15.1041	0.242057	62.3988	1.14249e+06	542881	2.1045	4.78016e+07	9.15208e+06	5.22303	Pass
1348	2.36114e-08	3.45385e-15	6.83624e+06	128.684	4.89598	26.2835	2.73952e+07	2.57859e+07	1.06241	5.84632e+10	6.07151e+10	0.96291	Pass
1375	7.30926e-09	3.25881e-15	2.24293e+06	84.8654	0.422883	200.683	5.2351e+06	636181	8.22895	8.98666e+08	1.45146e+07	61.9146	Pass
2242	4.38252e-12	1.01783e-14	430.574	4.66864	0.078821	59.2309	408183	284890	1.43277	4.543e+06	1.99136e+06	2.28135	Pass
886	2.05684e-10	2.67471e-11	7.68995	33.8323	5.2371	6.46012	8.97557e+06	2.049e+07	0.438046	3.6172e+09	1.36628e+10	0.264748	Pass
1293	1.79433e-10	1.38917e-14	12916.6	794.914	0.847113	938.381	9.67143e+07	405046	238.774	4.53505e+11	1.34008e+06	338417	Pass
1319	0.000337905	3.20494e-16	1.05432e+12	15.8991	0.299894	53.0156	3.88751e+06	2.21685e+06	1.75362	8.37755e+08	3.12208e+08	2.68332	Fail
415	0.000139126	3.61205e-16	3.85171e+11	6.49553	0.104547	62.1303	1.33982e+06	589235	2.27383	9.79661e+07	2.11349e+07	4.63528	Fail
578	1.4022e-12	2.6699e-12	0.52519	28.9735	0.676532	42.8266	4.52607e+06	2.09103e+06	2.16452	1.54603e+09	5.04023e+08	3.06738	Pass
452	8.55817e-17	7.27196e-15	0.0117687	14.6454	0.266549	54.9446	1.34241e+06	847255	1.58442	3.61114e+07	1.57107e+07	2.29852	Pass
1428	7.67459e-10	1.06026e-15	723838	63.8295	1.72043	37.1009	1.59061e+07	1.22036e+07	1.30339	1.11453e+10	9.89308e+09	1.12658	Pass
588	2.26322e-07	6.57863e-12	34402.6	59.5425	3.35255	17.7603	1.35167e+07	1.89523e+07	0.713199	6.50125e+09	2.06802e+10	0.314371	Pass
1908	4.29934e-14	2.77285e-16	155.051	5.2596	0.244799	21.4854	178720	93846	1.9044	2.23801e+06	2.27171e+06	0.985163	Pass
554	1.95006e-07	1.91972e-11	10158.1	51.3389	1.83505	27.9768	1.12006e+07	9.91817e+06	1.1293	7.32157e+09	9.94352e+09	0.736316	Pass
814	7.39416e-11	4.63599e-16	159495	14.9576	0.378154	39.5543	3.44688e+06	2.2676e+06	1.52006	2.27163e+09	1.11449e+09	2.03828	Pass
920	1.97579e-07	1.35941e-11	14534.1	46.0155	2.00016	23.0059	1.01164e+07	1.23394e+07	0.819843	9.94226e+09	1.53405e+10	0.648106	Pass
2199	3.87125e-10	1.82112e-12	212.575	156.99	7.47216	21.01	3.77129e+07	3.23146e+07	1.16706	1.44949e+11	1.13979e+11	1.27173	Pass
1261	1.60969e-11	4.00175e-11	0.402246	34.6519	2.33348	14.8499	5.92848e+06	4.29164e+06	1.3814	8.77029e+08	2.54422e+09	0.344714	Pass
1576	3.98097e-09	5.49098e-13	7250.03	87.6712	1.212	72.3362	1.80617e+07	3.80848e+06	4.74248	1.83289e+10	2.12336e+09	8.63204	Pass
1302	1.50127e-08	4.31245e-13	34812.5	10.8462	0.872064	12.4374	747727	681723	1.09682	3.88161e+06	3.50493e+06	1.10747	Pass
2538	3.18429e-08	2.0471e-14	1.55551e+06	4.53027	0.130459	34.7256	754696	523188	1.44249	1.87601e+07	8.98837e+06	2.08715	Pass
1358	9.48668e-09	1.76079e-14	538774	75.4797	2.77105	27.2387	1.6475e+07	1.54648e+07	1.06532	2.99799e+10	3.223e+10	0.930185	Pass
373	4.67458e-12	4.72955e-14	98.8377	634.152	0.860175	737.236	4.90765e+06	460312	10.6616	2.72952e+09	7.93886e+06	343.818	Pass
744	7.34924e-12	5.75389e-14	127.726	7.91455	0.217313	36.42	1.43581e+06	1.14973e+06	1.24882	8.8245e+07	5.41287e+07	1.63028	Pass
1577	5.56203e-09	8.87454e-13	6267.4	89.3094	0.749749	119.119	1.85467e+07	2.72526e+06	6.80548	2.19943e+10	8.12829e+08	27.059	Pass
2821	2.85636e-09	1.65111e-12	1729.96	16.0458	0.241419	66.4643	4.06138e+06	1.6346e+06	2.48463	9.35564e+08	1.60399e+08	5.83272	Pass
350	2.23577e-20	3.50406e-16	6.38052e-05	12.8557	0.279055	46.0685	3.24406e+06	1.91675e+06	1.69248	1.2757e+09	5.26205e+08	2.42433	Pass
446	4.35534e-08	1.82435e-08	2.38733	12.2661	0.482725	25.4102	3.01472e+06	3.20664e+06	0.94015	5.77196e+08	7.92804e+08	0.728044	Pass
762	1.93466e-11	5.2224e-12	3.70454	18.9663	2.63849	7.1883	3.00178e+06	7.50005e+06	0.400234	4.00136e+08	2.55188e+09	0.1568	Pass
1384	4.40796e-10	1.01774e-11	43.3114	166.432	7.12649	23.354	4.37929e+07	8.13145e+06	5.38562	6.31109e+10	2.86048e+09	22.0631	Pass
1436	2.10272e-12	4.31857e-11	0.0486902	9.99878	0.261515	38.2341	2.33581e+06	1.63675e+06	1.42711	2.63448e+08	1.07451e+08	2.45179	Pass
809	1.53827e-10	2.32897e-16	660492	35.045	0.692109	50.6351	6.75765e+06	2.75698e+06	2.4511	1.23215e+09	3.01069e+08	4.09257	Pass
1413	1.98931e-07	6.6962e-15	2.97081e+07	111.012	0.656583	169.075	1.58309e+07	1.94709e+06	8.13054	1.19961e+10	2.75129e+08	43.6015	Pass
448	1.65403e-08	1.04868e-13	157725	20.2236	0.464468	43.5414	4.68125e+06	2.85898e+06	1.63739	1.46871e+09	5.4941e+08	2.67325	Pass
283	1.04394e-09	5.82915e-14	17908.9	23.6318	0.674419	35.0402	5.02185e+06	3.63735e+06	1.38063	3.07499e+09	1.95079e+09	1.57628	Pass
590	1.04828e-06	9.76471e-12	107354	82.1506	4.49319	18.2833	1.65088e+07	2.66327e+07	0.619868	8.13273e+09	3.2645e+10	0.249127	Pass
379	2.06975	1.24006e-15	1.66907e+15	79.6713	0.647101	123.12	1.8704e+07	4.30109e+06	4.34866	2.43207e+10	2.19409e+09	11.0846	Fail
1292	1.2841e-10	1.47538e-14	8703.53	1874.87	1.46331	1281.26	7.99093e+07	692704	115.358	1.18516e+11	3.28117e+06	36120	Pass
1304	3.82497e-06	2.44671e-11	156331	42.4241	1.8919	22.424	9.79025e+06	9.59834e+06	1.01999	4.60851e+09	8.90432e+09	0.517559	Pass
927	1.66298e-08	4.79414e-16	3.46877e+07	60.8037	1.42896	42.551	1.56815e+07	8.35171e+06	1.87764	1.2897e+10	6.28399e+09	2.05236	Pass
1291	5.49179e-11	2.08765e-14	2630.61	2108.02	1.62732	1295.39	3.41424e+07	721414	47.327	4.27087e+10	3.63088e+06	11762.6	Pass
1578	5.71497e-09	2.98854e-13	19122.9	97.1203	0.7088	137.021	1.65612e+07	1.99571e+06	8.29839	1.61863e+10	4.16795e+08	38.8351	Pass
1572	1.22956e-08	7.4065e-14	166011	243.628	0.38403	634.398	4.71207e+07	761455	61.8824	8.54494e+10	6.80444e+07	1255.79	Pass
541	1.00263e-11	2.23435e-16	44873.4	17.963	0.403957	44.4676	1.89388e+06	982513	1.92758	5.05941e+07	1.22043e+07	4.14561	Pass
842	0.550682	1.00708e-15	5.46812e+14	14.5866	0.259598	56.1894	3.30037e+06	1.53699e+06	2.14729	6.06245e+08	1.61419e+08	3.75572	Fail
983	1.40702e-11	7.89785e-14	178.152	202.364	12.1519	16.6529	4.99878e+07	3.83907e+07	1.30208	6.1433e+10	5.6138e+10	1.09432	Pass
1574	5.36762e-09	8.12163e-13	6609.05	96.7022	0.701164	137.917	1.83655e+07	1.55731e+06	11.7931	1.09708e+10	2.1309e+08	51.4844	Pass
1869	1.9668e-11	1.29772e-12	15.1558	174.695	2.08209	83.9032	4.96988e+07	7.84156e+06	6.33787	4.97544e+10	2.64708e+09	18.796	Pass
746	2.84232e-12	6.06901e-14	46.8333	9.59786	0.369988	25.941	1.77926e+06	1.4532e+06	1.22438	1.09813e+08	6.97646e+07	1.57405	Pass
556	4.93529e-07	1.51697e-11	32533.9	74.0569	2.32404	31.8656	1.50044e+07	1.32165e+07	1.13528	1.05041e+10	1.25779e+10	0.835124	Pass
970	2.68392	3.25083e-13	8.25611e+12	20.1518	0.556659	36.2013	4.91394e+06	3.24184e+06	1.51579	1.10697e+09	4.8168e+08	2.29815	Fail
445	7.70178e-10	3.54149e-10	2.17473	21.8077	0.491284	44.3891	5.84122e+06	3.06918e+06	1.90318	1.94139e+09	4.17116e+08	4.65432	Pass
1573	1.87782e-06	5.39523e-12	348051	90.5137	1.458	62.0809	1.96299e+07	5.06637e+06	3.87454	1.62371e+10	1.23994e+09	13.095	Pass
766	5.7456e-17	2.08086e-16	0.276117	2.39411	0.105157	22.767	463477	444254	1.04327	1.11206e+07	1.01798e+07	1.09242	Pass
