id	myErr	matlabErr	ratio	myElaps	matlabElaps	ratio	mynnz	matlabnnz	ratio	myflop	matlabflop	ratio
771	8.57419e-17	2.34566e-16	0.365535	2.62935	0.0937	28.0614	463483	444256	1.04328	1.11208e+07	1.01799e+07	1.09243	Pass
772	9.29694e-17	2.06351e-16	0.450541	2.63161	0.099485	26.4524	463483	444256	1.04328	1.11208e+07	1.01799e+07	1.09243	Pass
773	1.28406e-14	2.06352e-16	62.2264	2.68578	0.086057	31.2093	470984	445214	1.05788	1.14504e+07	1.0223e+07	1.12006	Pass
592	1.91124e-07	9.64954e-12	19806.5	89.9006	8.17079	11.0027	1.92882e+07	4.11483e+07	0.46875	9.53478e+09	7.409e+10	0.128692	Pass
1389	8.80473e-11	2.36811e-12	37.1805	87.9436	0.785764	111.921	1.4853e+07	2.30388e+06	6.44696	2.03456e+10	7.71875e+08	26.3586	Pass
774	3.2421e-14	1.96244e-16	165.208	2.69932	0.093221	28.9561	471126	445436	1.05767	1.14566e+07	1.02594e+07	1.11668	Pass
1220	2.33482e-08	1.90413e-11	1226.19	199.468	6.39699	31.1815	4.69758e+07	1.74585e+07	2.69072	1.01452e+11	2.68608e+10	3.77695	Pass
1575	2.81569e-07	9.52999e-14	2.95456e+06	666.771	0.521668	1278.15	1.04501e+08	713938	146.372	2.40131e+11	2.8104e+07	8544.36	Pass
775	1.27883e-14	1.76766e-16	72.3459	2.51916	0.080297	31.373	501434	453260	1.10628	1.29232e+07	1.06276e+07	1.21601	Pass
2567	0.00587389	0.0607251	0.0967293	8.49835	0.191334	44.4163	1.61005e+06	962042	1.67358	2.95334e+07	1.11957e+07	2.63793	Pass
879	8.31831e-10	6.93844e-10	1.19887	120.261	76.5785	1.57043	2.99405e+07	1.4905e+08	0.200875	1.90951e+10	2.24499e+11	0.0850565	Pass
1405	3.31817e-12	1.877e-16	17678	5.83164	0.463093	12.5928	1.09374e+06	472558	2.31452	5.4858e+07	1.08206e+07	5.06978	Pass
1306	1.44299e-06	3.9214e-11	36797.9	221.116	18.9322	11.6793	5.86748e+07	8.81327e+07	0.665756	8.22853e+10	2.61967e+11	0.314106	Pass
1237	1.35722e-10	3.38624e-11	4.00806	147.112	3.32113	44.2957	3.86921e+07	1.61012e+07	2.40305	4.29893e+10	1.81142e+10	2.37323	Pass
1851	2.80235e-10	5.86161e-16	478086	46.9231	1.17315	39.9976	1.13507e+07	8.0102e+06	1.41703	5.08565e+09	3.41755e+09	1.4881	Pass
2335	1.45931e-07	3.38178e-13	431520	18.8884	0.354091	53.3433	4.77172e+06	2.87273e+06	1.66104	1.58268e+09	6.53003e+08	2.42369	Pass
1224	1.17571e-08	5.45966e-13	21534.5	195.224	1.40692	138.76	4.09272e+07	5.54101e+06	7.38622	7.20524e+10	3.23364e+09	22.2821	Pass
1300	2.52006e-08	1.21161e-11	2079.92	65.2161	2.19868	29.6615	1.53864e+07	1.51134e+07	1.01806	5.12299e+09	5.63793e+09	0.908666	Pass
2811	0.000218093	1.51671e-11	1.43794e+07	114.125	3.25943	35.0137	2.54656e+07	1.78366e+07	1.42771	1.89275e+10	1.40496e+10	1.3472	Fail
954	5.33839e-08	1.72369e-13	309707	24.4276	0.316826	77.1009	4.63217e+06	2.35105e+06	1.97025	9.24299e+08	3.20525e+08	2.88371	Pass
1316	4.17505e-08	3.30422e-12	12635.5	114.359	0.760614	150.35	1.96649e+07	1.84995e+06	10.6299	1.26827e+10	1.72365e+08	73.5807	Pass
776	3.02381e-13	2.48883e-16	1214.96	3.05048	0.103719	29.411	541137	508498	1.06419	1.52896e+07	1.34173e+07	1.13955	Pass
435	7.36835e-11	3.64449e-12	20.2178	24.7585	0.469697	52.7116	6.23541e+06	2.55354e+06	2.44186	2.77666e+09	4.19446e+08	6.61982	Pass
885	2.41686e-09	5.9842e-10	4.03874	121.391	108.285	1.12104	3.05041e+07	1.82996e+08	0.166692	1.62622e+10	3.43295e+11	0.0473708	Pass
290	3.33667e-10	1.24493e-12	268.021	53.9505	1.9259	28.0131	1.1705e+07	7.51516e+06	1.55752	3.0581e+09	1.32803e+09	2.30274	Pass
2536	2.44947e-08	6.9804e-13	35090.7	6.63223	0.294471	22.5225	977846	733685	1.33279	1.55969e+07	9.60766e+06	1.62338	Pass
777	4.38731e-15	2.518e-16	17.4238	3.31608	0.095646	34.6703	582940	543852	1.07187	1.74671e+07	1.53515e+07	1.13781	Pass
558	5.36444e-07	8.43282e-12	63613.8	94.4652	3.95858	23.8634	1.90623e+07	2.16815e+07	0.879194	1.50454e+10	3.00528e+10	0.500633	Pass
1222	5.25025e-09	1.24816e-12	4206.39	245.053	2.33106	105.125	5.16008e+07	7.22916e+06	7.13787	1.16788e+11	6.30956e+09	18.5096	Pass
291	1.4299e-05	6.0367e-15	2.36868e+09	57.9266	1.30191	44.4935	1.47549e+07	8.31791e+06	1.77387	6.20362e+09	2.67591e+09	2.31832	Fail
1345	9.46826e-12	3.12328e-13	30.3151	2420.75	5.82163	415.819	9.66967e+07	729577	132.538	2.12926e+11	3.08784e+06	68956.3	Pass
894	3.12771e-13	3.71946e-15	84.0902	19.4472	0.369095	52.6888	563201	515847	1.0918	1.00354e+06	846533	1.18546	Pass
778	4.76122e-14	1.02052e-15	46.6548	3.37514	0.111566	30.2524	600561	556910	1.07838	1.8679e+07	1.60982e+07	1.16032	Pass
1381	1.16606e-14	3.18396e-16	36.6229	5.5145	0.371138	14.8584	436952	343868	1.2707	3.85005e+06	2.26116e+06	1.70269	Pass
1333	7.94232e-06	8.65693e-13	9.17452e+06	15.416	0.696862	22.122	2.59331e+06	2.31094e+06	1.12219	5.32619e+08	5.54553e+08	0.960447	Pass
951	3.98969e-09	3.44197e-13	11591.3	300.672	1.14006	263.734	5.56471e+07	3.10896e+06	17.899	1.26744e+11	1.15177e+09	110.043	Pass
1305	1.61187e-06	9.17028e-11	17577.1	378.839	45.2007	8.38128	1.08943e+08	1.90507e+08	0.571855	2.19919e+11	7.75899e+11	0.283438	Pass
1210	2.11858e-10	1.89715e-15	111672	76.2017	3.88177	19.6306	1.96567e+07	2.35016e+07	0.836397	1.57319e+10	3.25284e+10	0.483635	Pass
542	5.42353e-11	1.5812e-15	34300	58.68	0.509511	115.169	8.83157e+06	625230	14.1253	3.3523e+09	2.30214e+06	1456.16	Pass
1335	1.31229e-06	8.79229e-13	1.49254e+06	18.4977	0.721736	25.6295	3.02246e+06	2.44509e+06	1.23613	7.57018e+08	6.18899e+08	1.22317	Pass
952	3.76563e-09	4.65039e-14	80974.5	170.712	0.736961	231.643	2.16501e+07	1.09629e+06	19.7485	1.5428e+10	2.5575e+07	603.244	Pass
779	8.66021e-15	4.52795e-16	19.1261	3.85904	0.132287	29.1717	655457	601328	1.09002	2.22004e+07	1.87805e+07	1.18209	Pass
236	3.49325e-11	3.121e-12	11.1927	39.2099	1.50557	26.0432	9.15077e+06	6.71065e+06	1.36362	1.74918e+10	1.02499e+10	1.70653	Pass
235	3.17112e-06	1.52382e-13	2.08104e+07	37.3978	1.75499	21.3094	9.38628e+06	7.45885e+06	1.25841	1.84997e+10	1.24148e+10	1.49013	Pass
1263	1.01284e-07	3.67563e-11	2755.55	59.0263	5.43213	10.8661	1.07546e+07	2.12088e+07	0.507084	1.98133e+09	6.23287e+09	0.317884	Pass
1221	3.6997e-09	2.48483e-11	148.892	394.248	3.06031	128.826	7.82647e+07	6.75846e+06	11.5802	2.66788e+11	5.09559e+09	52.3565	Pass
899	2.70394e-10	3.4567e-10	0.782231	31.6827	0.701514	45.1633	7.80439e+06	3.76938e+06	2.07047	1.96368e+09	5.18608e+08	3.78645	Pass
1445	6.79464e-14	6.15313e-16	110.426	46.2804	0.626584	73.8615	1.03856e+07	3.38645e+06	3.06681	1.85003e+09	2.83116e+08	6.53453	Pass
1372	8.47356e-09	4.39294e-15	1.92891e+06	154.527	0.790263	195.538	1.1814e+07	1.52957e+06	7.72372	1.74324e+09	3.49192e+07	49.9223	Pass
1246	9.11499e-09	8.75236e-10	10.4143	57.202	1.5545	36.7976	1.47462e+07	1.00512e+07	1.46711	3.96114e+09	2.51762e+09	1.57337	Pass
949	1.4458e-08	3.09763e-11	466.745	466.492	90.0664	5.17942	9.23888e+07	6.95619e+07	1.32815	3.0174e+11	1.47751e+11	2.04222	Pass
2822	2.72478e-09	6.12663e-12	444.743	31.4358	0.687141	45.7486	7.94105e+06	3.8017e+06	2.08881	2.01847e+09	5.17461e+08	3.90072	Pass
560	0.000147921	2.74537e-11	5.38803e+06	116.437	3.89671	29.8809	2.38223e+07	2.23233e+07	1.06715	2.05357e+10	2.57354e+10	0.797956	Fail
1225	5.56686e-06	5.86343e-13	9.4942e+06	428.006	7.15532	59.8165	9.21061e+07	1.74688e+07	5.27261	2.8357e+11	3.0271e+10	9.36771	Pass
921	5.39504e-08	1.46781e-12	36755.7	111.737	5.46837	20.4334	2.93097e+07	2.84599e+07	1.02986	5.13988e+10	5.77693e+10	0.889726	Pass
1307	3.57532e-06	1.15815e-10	30871	587.04	85.2238	6.88822	1.55781e+08	3.03236e+08	0.513728	3.95451e+11	1.52194e+12	0.259834	Pass
1416	6.98492e-10	2.33731e-15	298844	164.457	2.72654	60.317	3.99348e+07	4.27184e+06	9.34838	3.17464e+10	2.18747e+09	14.5129	Pass
780	1.76693e-14	8.98681e-15	1.96614	3.63087	0.11883	30.5552	698754	646476	1.08087	2.52675e+07	2.17069e+07	1.16403	Pass
55	7.33274e-13	4.42482e-14	16.5718	22.8655	6.24915	3.65898	1.5338e+06	3.94952e+06	0.388351	1.06578e+08	8.90137e+08	0.119732	Pass
2657	3.50277e-07	1.23916e-13	2.82672e+06	21.8973	0.617241	35.476	2.56074e+06	1.5047e+06	1.70183	1.48272e+08	5.62182e+07	2.63744	Pass
753	3.48907e-11	6.84054e-12	5.10058	67.749	2.93584	23.0765	1.12419e+07	5.06406e+06	2.21993	1.5472e+09	1.40581e+09	1.10058	Pass
956	1.96e+08	1.01938e-13	1.92275e+21	157.74	1.97868	79.7199	2.76461e+07	1.41726e+07	1.95067	2.90785e+10	7.53794e+09	3.85762	Fail
