id,nnzA,myErr,umfErr,logratio,myElaps,umfElaps,ratio,mynnz,umfnnz,ratio,myflop,umfflop,ratio
106,377,1.68308e-13,4.11129e-15,3.71206,0.00057932,0.000718,0.806852,1235,667,1.85157,17473,4337,4.02882,Pass
318,396,2.45137e-13,9.78384e-16,5.52367,0.000467315,0.00052,0.898683,612,396,1.54545,1279,543,2.35543,Pass
173,16,0,0,NaN,0.000121504,0.000284,0.427831,16,19,0.842105,21,20,1.05,Pass
263,250,3.63842e-12,4.996e-16,8.89325,0.000564463,0.00058,0.973212,421,335,1.25672,978,533,1.8349,Pass
293,275,1.86361e-14,5.58581e-16,3.50746,0.000427932,0.000644,0.664491,566,359,1.5766,5423,1854,2.92503,Pass
15,476,2.5327e-16,2.25514e-17,2.41866,0.000755616,0.000867,0.871529,619,512,1.20898,3441,2139,1.6087,Pass
334,467,4.06272e-14,5.05151e-15,2.08475,0.000808783,0.001065,0.759421,1821,1487,1.22461,16878,10467,1.6125,Pass
265,250,1.09177e-11,4.44089e-16,10.1099,0.000448577,0.000431,1.04078,435,333,1.30631,1208,528,2.28788,Pass
11,523,2.82552e-14,2.92127e-15,2.26926,0.000433862,0.00064,0.677909,925,813,1.13776,9140,8731,1.04684,Pass
188,297,2.98023e-08,1.33472e-15,16.9214,0.000618339,0.000834,0.741414,779,747,1.04284,5664,5847,0.968702,Pass
136,541,1.29841e-13,1.22402e-14,2.36158,0.000626147,0.00072,0.869649,900,689,1.30624,6036,3535,1.7075,Pass
102,557,1.20737e-15,1.07553e-16,2.41822,0.000600539,0.000753,0.797529,457,315,1.45079,13763,4020,3.42363,Pass
171,76,8.88178e-16,1.11022e-16,2.07944,0.000267856,0.000418,0.640804,104,93,1.11828,148,135,1.0963,Pass
2194,1,0,0,NaN,5.97164e-05,0.002221,0.0268872,2,1,2,0,0,NaN,Pass
158,527,8.91648e-16,4.51028e-17,2.98413,0.00077673,0.002167,0.358436,733,478,1.53347,7557,2062,3.66489,Pass
273,667,7.07767e-15,2.77556e-16,3.23868,0.000867531,0.001295,0.669908,1238,1015,1.2197,15387,9068,1.69685,Pass
1326,60,1.15505e-13,2.22046e-16,6.25418,0.000209004,0.000311,0.672039,142,73,1.94521,873,149,5.85906,Pass
108,768,1.52656e-16,7.63278e-17,0.693147,0.00101847,0.001127,0.9037,939,882,1.06463,44648,31958,1.39708,Pass
298,796,1.40954e-12,5.88451e-17,10.0839,0.000680961,0.000593,1.14833,1133,994,1.13984,2536,1983,1.27887,Pass
1195,588,6.03684e-16,1.11023e-16,1.69331,0.000621058,0.000825,0.752798,790,678,1.16519,2157,1602,1.34644,Pass
118,441,6.78346e-14,8.06646e-17,6.73453,0.000758618,0.001024,0.740838,1388,638,2.17555,13325,3313,4.02203,Pass
2417,420,6.66134e-16,4.68375e-17,2.65481,0.000505514,0.000891,0.567356,837,838,0.998807,9409,12655,0.743501,Pass
1325,740,5.16274e-14,3.78762e-16,4.9149,0.000802577,0.001089,0.736985,1610,1172,1.37372,11820,4438,2.66336,Pass
2734,765,1.85902e-08,1.26852e-15,16.5003,0.000945143,0.00102,0.926611,2788,1579,1.76567,53945,14549,3.70781,Pass
253,274,2.65102e-06,8.67396e-17,24.1431,0.000448935,0.000492,0.91247,338,293,1.15358,776,561,1.38324,Pass
313,935,4.03181e-15,1.06991e-15,1.32664,0.000925452,0.001205,0.76801,3343,2832,1.18044,34526,24490,1.4098,Pass
2416,476,0,0,NaN,0.000848979,0.001276,0.665344,953,965,0.987565,14015,14560,0.962569,Pass
306,496,2.25297e-16,9.45424e-17,0.868372,0.000439227,0.00055,0.798595,523,496,1.05444,2500,2218,1.12714,Pass
1943,335,6.88338e-15,1.11022e-16,4.12713,0.000285313,0.000669,0.426477,286,267,1.07116,3259,2845,1.14552,Pass
323,1065,1.9978e-12,1.52656e-16,9.47937,0.00159793,0.001582,1.01007,4900,3371,1.45357,70731,32543,2.17346,Pass
141,883,1.9616e-08,3.48332e-16,17.8465,0.00151589,0.001398,1.08433,4036,1519,2.65701,84583,7553,11.1986,Pass
1630,1120,1.99119e-12,1.04066e-14,5.25405,0.00173549,0.001616,1.07394,6040,3730,1.6193,119263,45215,2.63769,Pass
239,1128,1.08034e-07,1.11038e-16,20.6958,0.00176999,0.001671,1.05924,5256,3578,1.46898,76735,34486,2.22511,Pass
113,1182,0,1.1189e-16,-Inf,0.00137148,0.001603,0.855571,1099,1066,1.03096,24688,26421,0.934408,Pass
2338,1174,3.11295e-12,2.58268e-15,7.0945,0.000544131,0.000697,0.780676,1817,1319,1.37756,38637,21917,1.76288,Pass
316,1201,5.85369e-14,2.95373e-17,7.59176,0.0013728,0.000978,1.40368,2313,1993,1.16056,5254,3979,1.32043,Pass
6,687,8.37987e-15,3.51349e-17,5.47439,0.000829011,0.000892,0.929385,1977,721,2.74202,37718,4107,9.18383,Pass
93,1296,9.57567e-16,1.22298e-16,2.05794,0.000766873,0.000777,0.986967,1024,768,1.33333,32877,9773,3.36406,Pass
175,319,8.66061e-16,8.39169e-13,-6.87621,0.000424042,0.000528,0.80311,651,527,1.23529,4158,4425,0.939661,Pass
174,248,6.66134e-16,2.36356e-17,3.33874,0.000649549,0.000708,0.917442,406,348,1.16667,905,508,1.7815,Pass
94,1377,7.63278e-16,1.04083e-16,1.99243,0.00155946,0.001368,1.13996,2309,2042,1.13075,170775,98086,1.74107,Pass
1189,1109,7.10543e-15,1.11022e-14,-0.446287,0.00140344,0.001364,1.02891,1869,1502,1.24434,6186,3405,1.81674,Pass
115,544,1.05471e-15,0,Inf,0.000599995,0.000673,0.891523,429,431,0.99536,9043,16869,0.536072,Pass
119,1461,8.87068e-14,3.88578e-16,5.4306,0.00176468,0.002309,0.764262,3069,2310,1.32857,50489,27973,1.80492,Pass
95,1491,1.12133e-14,1.80411e-16,4.12961,0.00178481,0.00265,0.673513,2154,2043,1.05433,108271,153584,0.704963,Pass
215,1360,4.75266e-11,3.55271e-15,9.50133,0.00241225,0.002189,1.10199,5232,3848,1.35967,101431,42247,2.4009,Pass
1198,796,3.09456e-12,5.55437e-16,8.6254,0.0011818,0.001209,0.977502,1701,1135,1.49868,9501,3962,2.39803,Pass
2559,1514,5.75123e-11,3.04269e-15,9.84701,0.00112379,0.001468,0.765525,4827,3214,1.50187,79157,37429,2.11486,Pass
1112,708,2.03727e-10,2.83139e-15,11.1838,0.00106107,0.001461,0.726263,1451,1061,1.36758,6232,2678,2.32711,Pass
16,1612,8.76799e-14,1.80411e-16,6.18621,0.00185429,0.00247,0.750725,2269,1889,1.20116,34816,33122,1.05114,Pass
1169,1564,1.04774e-09,8.32667e-17,16.3479,0.00219592,0.00233,0.942455,3158,2415,1.30766,13087,6668,1.96266,Pass
17,1623,7.16094e-14,2.13718e-15,3.51174,0.00235487,0.002432,0.968285,2816,2001,1.4073,21953,8261,2.65743,Pass
117,1629,4.72955e-14,4.85723e-16,4.57853,0.00191028,0.002111,0.904917,2821,2360,1.19534,51474,67909,0.757985,Pass
247,1,0,0,NaN,6.2786e-05,0.000289,0.217253,2,1,2,0,0,NaN,Pass
249,1,0,0,NaN,7.47815e-05,0.001206,0.0620079,2,1,2,0,0,NaN,Pass
248,1,0,0,NaN,5.62593e-05,0.00016,0.351621,2,1,2,0,0,NaN,Pass
268,429,5.59143e-13,9.71445e-17,8.65796,0.000497833,0.000714,0.697245,916,616,1.48701,5870,2185,2.6865,Pass
116,1743,5.55944e-13,4.43395e-15,4.83138,0.00199698,0.001619,1.23347,5742,3267,1.75758,168088,66361,2.53293,Pass
1641,324,3.66318e-12,2.22546e-16,9.70871,0.000243701,0.000332,0.734039,325,324,1.00309,3723,3723,1,Pass
202,1753,3.03757e-13,1.24345e-14,3.19575,0.00231888,0.003269,0.709355,7000,7761,0.901946,162651,178621,0.910593,Pass
231,1752,2.21316e-14,2.51188e-15,2.17598,0.00292329,0.003396,0.860804,7240,5619,1.28849,97346,52042,1.87053,Pass
96,1777,1.05818e-15,8.93383e-17,2.47188,0.00250144,0.002263,1.10536,3004,2454,1.22412,285768,215521,1.32594,Pass
2748,1783,1.93803e-12,1.66212e-14,4.75875,0.00275924,0.002917,0.945917,26384,4637,5.68989,2.03104e+06,56969,35.6518,Pass
884,1794,2.58571e-13,5.42309e-14,1.56192,0.00273045,0.004951,0.551495,9626,9993,0.963274,353514,397585,0.889153,Pass
335,1847,2.64646e-13,5.10716e-13,-0.657421,0.00309006,0.003346,0.923509,14262,10875,1.31145,384098,205085,1.87287,Pass
267,1255,1.81899e-12,5.34555e-15,5.82977,0.0017492,0.002305,0.758872,4352,2917,1.49194,54585,22666,2.40823,Pass
321,1996,6.36735e-12,1.49524e-17,12.9618,0.00166763,0.001298,1.28477,2674,1996,1.33968,5215,2743,1.9012,Pass
266,2053,8.55914e-12,9.02111e-16,9.15777,0.00453597,0.003384,1.34042,15597,9871,1.58008,487641,206373,2.36291,Pass
1639,324,3.66318e-12,2.22546e-16,9.70871,0.000333458,0.000342,0.975023,325,324,1.00309,3723,3723,1,Pass
8,2208,1.76581e-13,3.4972e-15,3.92182,0.00253426,0.002882,0.879341,4964,4341,1.14352,95584,117833,0.811182,Pass
1864,2319,2.70298e-13,1.11022e-16,7.79755,0.00288603,0.001214,2.37729,16421,2325,7.0628,252308,7748,32.5643,Pass
2421,2342,2.0986e-13,2.04212e-14,2.32987,0.00338853,0.003293,1.02901,8803,7425,1.18559,202039,127034,1.59043,Pass
2015,2400,5.6857e-13,3.3723e-15,5.12753,0.00975882,0.005828,1.67447,27581,14484,1.90424,1.1315e+07,2.15789e+06,5.24355,Pass
926,2417,6.07249e-13,5.02257e-17,9.40017,0.00284221,0.002258,1.25873,11744,6851,1.7142,258512,81426,3.17481,Pass
122,2448,1.07081e-13,2.22045e-16,6.17846,0.00285446,0.002752,1.03723,4334,3526,1.22915,98180,104848,0.936403,Pass
254,1,0,0,NaN,4.77508e-05,0.000291,0.164092,2,1,2,0,0,NaN,Pass
310,2480,1.94985e-13,4.32154e-14,1.50673,0.00464411,0.003866,1.20127,13966,9269,1.50674,290096,131614,2.20414,Pass
311,2500,4.81932e-14,2.26388e-16,5.36072,0.00361685,0.002998,1.20642,14460,9829,1.47116,329977,158563,2.08105,Pass
121,2523,1.54043e-14,2.22045e-16,4.23953,0.00265921,0.008206,0.324057,5577,4895,1.13933,588390,524955,1.12084,Pass
100,2540,2.8634e-13,1.66533e-16,7.44974,0.00317387,0.002548,1.24563,7677,2976,2.57964,628742,127794,4.91996,Pass
1634,2580,1.9346e-11,2.31898e-14,6.72653,0.0040868,0.00295,1.38536,19790,11090,1.78449,618710,217256,2.84784,Pass
149,1217,0.00781822,1.11022e-16,31.8855,0.0012321,0.0015,0.8214,2641,2438,1.08326,15220,12812,1.18795,Fail
212,2572,896,6.14608e-17,44.1261,0.00177938,0.001933,0.920528,5013,2846,1.76142,95600,35079,2.72528,Fail
2749,2699,3.84516e-10,8.20605e-15,10.7549,0.00683621,0.005639,1.21231,58993,5805,10.1624,6.81055e+06,59469,114.523,Pass
203,2716,1.97478e-12,5.02376e-14,3.67145,0.00266439,0.003194,0.834186,12973,12486,1.039,331783,389902,0.850939,Pass
929,2779,1.47663e-11,2.09034e-16,11.1654,0.00353535,0.005193,0.680791,14592,8663,1.6844,345115,115896,2.9778,Pass
190,2237,1.90921e-06,2.46205e-14,18.1664,0.00385162,0.003402,1.13216,15695,14073,1.11526,503768,392846,1.28235,Pass
269,1966,1.10541e-12,2.39305e-15,6.13541,0.00365145,0.002842,1.28482,7396,5486,1.34816,94847,54909,1.72735,Pass
307,1436,6.3892e-16,7.35089e-17,2.16237,0.00104854,0.00088,1.19152,1537,1444,1.0644,6260,5466,1.14526,Pass
2718,2903,5.29924e-13,4.54714e-15,4.75823,0.00313569,0.002624,1.195,10681,8036,1.32914,168130,82107,2.04769,Pass
295,1555,4.0816e-18,8.72241e-17,-3.06199,0.00212242,0.001886,1.12536,6159,4285,1.43734,110220,53538,2.05872,Pass
98,2916,2.96457e-13,2.94903e-15,4.61043,0.00328032,0.002774,1.18252,9040,4157,2.17465,1.08775e+06,191073,5.69283,Pass
1627,2814,1.18256e-06,4.12864e-16,21.7756,0.00320384,0.004229,0.757588,5203,5175,1.00541,22863,23600,0.968771,Pass
124,2953,2.44804e-14,3.70537e-15,1.88809,0.00309205,0.003578,0.864184,4154,5061,0.820786,240016,323416,0.742128,Pass
255,884,1.30971e-13,7.73687e-16,5.13156,0.00111403,0.001263,0.882051,2132,1551,1.3746,18046,9554,1.88884,Pass
99,3082,1.21356e-12,7.82707e-15,5.04372,0.00377799,0.002749,1.37431,13642,6145,2.22002,850502,218521,3.89208,Pass
824,3019,1.37875e-13,2.45764e-15,4.02715,0.00304745,0.002655,1.14782,9656,6663,1.4492,255336,119978,2.12819,Pass
126,1613,2.498e-14,2.77556e-16,4.49981,0.00148556,0.001783,0.83318,2263,2082,1.08694,30252,25355,1.19314,Pass
256,748,9.63032e-15,1.14145e-15,2.13262,0.000888847,0.001276,0.696589,2092,1358,1.5405,18687,7302,2.55916,Pass
2560,3170,1.55938e-10,5.24754e-15,10.2995,0.00323647,0.003087,1.04842,10944,7494,1.46037,190873,97111,1.96551,Pass
123,3214,6.22517e-13,1.79093e-14,3.54845,0.00398134,0.003148,1.26472,13264,8670,1.52987,535239,291280,1.83754,Pass
82,1,0,0,NaN,6.51181e-05,0.000277,0.235083,2,1,2,0,0,NaN,Pass
257,1743,1.99537e-13,2.03841e-15,4.58383,0.00185587,0.002283,0.812908,4644,3366,1.37968,70992,33928,2.09243,Pass
328,3234,2.13623e-06,2.98372e-16,22.6917,0.00301376,0.003641,0.827729,6042,5873,1.02878,27977,25459,1.0989,Pass
234,3240,2.67832e-09,2.36383e-16,16.243,0.00332152,0.002909,1.14181,9740,8562,1.13758,110798,88003,1.25903,Pass
2691,3477,2.72742e-11,4.60336e-15,8.68691,0.00677135,0.002813,2.40716,59427,8803,6.75077,7.73697e+06,108129,71.5531,Pass
114,3493,2.58127e-15,2.11636e-16,2.50117,0.00362208,0.004449,0.814134,2639,2044,1.2911,523929,787630,0.665197,Pass
128,1564,2.9754e-14,4.16334e-16,4.26923,0.00176059,0.002272,0.774908,2197,1984,1.10736,86966,99929,0.870278,Pass
270,2604,9.82299e-11,1.11022e-15,11.3905,0.00334288,0.003528,0.947528,4890,3773,1.29605,16924,9043,1.8715,Pass
1637,324,3.66318e-12,2.22546e-16,9.70871,0.000237681,0.000418,0.568615,325,324,1.00309,3723,3723,1,Pass
125,3563,9.1578e-14,7.35523e-16,4.82436,0.00335692,0.005522,0.607917,9906,11416,0.86773,354731,838176,0.423218,Pass
2429,3640,5.57586e-13,1.64914e-15,5.82336,0.00615159,0.005427,1.13352,16704,10376,1.60987,880000,292161,3.01204,Pass
292,1961,3.18455e-12,3.84287e-15,6.71984,0.0021396,0.002032,1.05295,6879,4653,1.4784,125816,62835,2.00232,Pass
240,3427,1.96028e-12,1.00172e-15,7.57912,0.00723309,0.003676,1.96765,39325,17857,2.20222,2.22971e+06,474464,4.69942,Pass
251,2248,2.18034e-07,8.03796e-16,19.4186,0.00313264,0.002313,1.35436,15472,8237,1.87835,685672,209976,3.26548,Pass
245,3228,1.40742e-10,7.95804e-17,14.3857,0.00522195,0.003615,1.44452,26600,13536,1.96513,949523,249213,3.81009,Pass
87,125,6.41709e-14,6.93889e-17,6.82958,0.000345252,0.000442,0.781113,189,171,1.10526,343,291,1.17869,Pass
101,3809,1.23619e-12,1.84713e-14,4.20357,0.00501832,0.006722,0.746552,23550,18961,1.24202,2.04841e+06,1.73576e+06,1.18012,Pass
308,1948,3.33067e-16,7.26415e-17,1.52281,0.00128591,0.001427,0.901128,2065,1956,1.05573,7148,6298,1.13496,Pass
204,3889,1.23282e-12,2.69743e-13,1.51959,0.00580322,0.005401,1.07447,22695,23650,0.959619,869747,728120,1.19451,Pass
2750,3952,1.31353e-07,9.77531e-15,16.4135,0.0117697,0.003168,3.71518,89580,8559,10.4662,1.26451e+07,97659,129.482,Pass
280,3988,1.15467e-10,6.01949e-15,9.86173,0.00663941,0.004415,1.50383,24766,15420,1.6061,558183,193872,2.87913,Pass
319,3996,2.54659e-11,1.11022e-16,12.3431,0.00277544,0.002231,1.24403,5192,3996,1.2993,9957,5493,1.81267,Pass
88,583,2.06501e-14,1.04083e-15,2.9877,0.000661172,0.00116,0.569976,1150,885,1.29944,4467,2057,2.17161,Pass
216,3858,2.14304e-10,6.32827e-15,10.4301,0.00743133,0.005067,1.46661,23694,17001,1.39368,842938,438048,1.92431,Pass
89,818,8.28226e-14,1.45717e-16,6.34279,0.00130042,0.001635,0.795364,1565,1336,1.17141,5232,3853,1.3579,Pass
450,3235,5.45797e-12,5.27356e-16,9.24471,0.00446218,0.00494,0.903275,8009,6058,1.32205,52160,25962,2.00909,Pass
451,3734,2.05424e-15,3.57353e-16,1.74894,0.00491156,0.004607,1.06611,9722,6668,1.45801,62839,25881,2.428,Pass
145,3744,4.0954e-15,1.11022e-16,3.60789,0.00403282,0.003585,1.12491,14732,12382,1.18979,243888,172629,1.41279,Pass
406,4317,7.0601e-14,5.7109e-15,2.51467,0.00263076,0.00239,1.10074,14716,11121,1.32326,594413,334467,1.77719,Pass
325,4380,6.91369e-11,1.94533e-16,12.781,0.00693876,0.003911,1.77417,34836,19562,1.7808,1.10001e+06,354981,3.09879,Pass
90,1105,8.61533e-14,1.05818e-15,4.39958,0.00137541,0.001789,0.768815,2771,1840,1.50598,22826,6749,3.38213,Pass
2751,4593,0.00308949,1.01636e-14,26.4402,0.0135633,0.003984,3.40444,115801,10162,11.3955,1.79885e+07,125338,143.52,Fail
2754,4597,3.24441e-05,1.0322e-14,21.8685,0.0166219,0.003629,4.5803,118475,10135,11.6897,2.09385e+07,117274,178.543,Fail
1636,4640,8.51874e-11,8.5607e-14,6.90284,0.00761364,0.004352,1.74946,44766,23634,1.89414,1.84682e+06,598519,3.08564,Pass
83,1014,2.15216e-13,8.74301e-16,5.50597,0.00102258,0.001511,0.676757,2580,1622,1.59063,21410,5618,3.81096,Pass
300,4681,2.84094e-11,1.67032e-16,12.044,0.00729554,0.004389,1.66223,36792,20873,1.76266,1.15219e+06,379948,3.03249,Pass
2752,4690,2.75385e-05,1.10619e-14,21.6353,0.0134229,0.003838,3.49737,119711,10450,11.4556,1.92396e+07,132713,144.971,Fail
84,1091,3.42837e-13,1.15186e-15,5.69588,0.00165386,0.001432,1.15493,3034,1901,1.596,27494,8546,3.21718,Pass
2755,4776,0.00314436,1.09267e-14,26.3854,0.0189021,0.006817,2.77279,114254,10654,10.724,1.73548e+07,124880,138.972,Fail
85,1880,2.13607e-13,1.4936e-15,4.96295,0.00274745,0.003133,0.876939,6058,3466,1.74784,68930,17505,3.93773,Pass
2753,4795,0.00682339,1.16441e-14,27.0966,0.0148454,0.005877,2.52602,125295,10626,11.7914,2.08749e+07,139497,149.644,Fail
86,1155,2.49035e-13,1.94289e-15,4.85342,0.00168169,0.001776,0.946898,3651,2050,1.78098,44180,9359,4.72059,Pass
2736,4941,1.90512e-12,1.04116e-15,7.51197,0.00671129,0.004702,1.42733,29586,18967,1.55987,1.17514e+06,466264,2.52033,Pass
130,5104,1.94289e-16,1.38778e-16,0.336472,0.00518973,0.004614,1.12478,8080,7692,1.05044,481904,561340,0.858489,Pass
131,3922,1.22744e-12,7.97713e-14,2.73352,0.00521965,0.005477,0.953013,20093,17055,1.17813,1.54696e+06,1.38168e+06,1.11962,Pass
1638,324,3.66318e-12,2.22546e-16,9.70871,0.000299789,0.000301,0.995977,325,324,1.00309,3723,3723,1,Pass
2673,5243,5.25195e-06,1.48514e-15,21.9864,0.0117548,0.007732,1.52028,53443,16400,3.25872,6.27479e+06,246864,25.418,Pass
205,5272,4.8048e-12,8.05467e-14,4.08853,0.00869231,0.007936,1.0953,33655,39633,0.849166,1.50787e+06,1.48046e+06,1.01852,Pass
18,5300,7.51482e-14,2.83801e-15,3.27636,0.00592618,0.006071,0.976146,10018,7306,1.3712,91592,47552,1.92614,Pass
2665,5367,1.39975e-11,9.61931e-15,7.28286,0.00748216,0.004263,1.75514,75017,21017,3.56935,1.01115e+07,443121,22.8189,Pass
1346,179,3.54317e-16,2.22045e-16,0.467314,0.00031659,0.000376,0.841995,297,199,1.49246,670,303,2.21122,Pass
271,3988,4.49096e-12,1.55431e-15,7.96879,0.00441073,0.004828,0.913573,7944,6042,1.3148,32108,16475,1.94889,Pass
333,5632,1.25546e-10,1.89092e-14,8.80078,0.0095978,0.005393,1.77968,58372,31234,1.86886,2.71157e+06,917399,2.95572,Pass
2735,5535,6.58244e-11,5.92179e-15,9.31611,0.00535537,0.005879,0.910932,42281,30016,1.40862,3.73485e+06,2.03544e+06,1.8349,Pass
19,5824,6.18117e-13,2.66454e-15,5.44665,0.00563726,0.006045,0.932549,11135,7721,1.44217,89790,49033,1.83122,Pass
1059,337,5.82867e-16,1.11049e-16,1.65798,0.000615731,0.000655,0.940047,432,432,1,670,693,0.966811,Pass
1061,337,7.77373e-16,1.11022e-16,1.94619,0.000467367,0.000632,0.739505,432,432,1,654,693,0.943723,Pass
1060,337,2.22153e-16,2.35509e-17,2.2442,0.000676505,0.000847,0.798707,433,432,1.00231,673,693,0.97114,Pass
1896,5056,5.29926e-14,1.00115e-15,3.969,0.00650201,0.005643,1.15223,19813,14464,1.36981,360550,174658,2.06432,Pass
1058,335,5.55328e-16,2.32563e-17,3.17298,0.000582516,0.000539,1.08073,423,428,0.988318,640,679,0.942563,Pass
1062,337,4.71845e-16,2.43417e-17,2.96446,0.000506237,0.000451,1.12248,433,432,1.00231,671,693,0.968254,Pass
1055,337,4.16336e-16,1.11022e-16,1.32176,0.000410192,0.000585,0.701183,436,432,1.00926,674,693,0.972583,Pass
226,5970,1.893e-08,3.6204e-16,17.7723,0.0125587,0.007775,1.61527,78781,38834,2.02866,5.58005e+06,1.62509e+06,3.43368,Pass
152,5628,2.98025e-08,8.56723e-17,19.6673,0.00665004,0.005831,1.14046,27487,22172,1.23972,685814,518933,1.32158,Pass
297,3131,1.00911e-17,1.71005e-16,-2.83004,0.00415733,0.002802,1.4837,16315,11181,1.45917,424421,206160,2.0587,Pass
134,5994,1.19904e-14,2.498e-16,3.8712,0.00393552,0.006588,0.597377,6818,8775,0.77698,238466,416761,0.572189,Pass
127,6027,4.74421e-13,3.9012e-16,7.10339,0.00803732,0.008941,0.898929,12682,9347,1.3568,1.9104e+06,2.17407e+06,0.878718,Pass
20,6050,7.17135e-14,4.996e-15,2.66404,0.00731067,0.006691,1.09261,12152,8192,1.4834,123386,56518,2.18313,Pass
2720,6095,1.96265e-12,2.87476e-15,6.52608,0.00647428,0.005608,1.15447,26870,18524,1.45055,661440,281873,2.34659,Pass
1626,6070,1.77628e-06,4.71107e-15,19.7479,0.00474238,0.006939,0.683439,13106,11486,1.14104,75658,49950,1.51467,Pass
176,6264,1.63195e-12,1.79676e-13,2.20638,0.00742381,0.010144,0.731842,36353,54513,0.666868,1.40253e+06,2.26853e+06,0.618255,Pass
2561,6333,3.6027e-07,3.32113e-15,18.5021,0.00637374,0.004906,1.29917,21590,15776,1.36853,348122,206227,1.68805,Pass
21,6511,1.13798e-13,1.16573e-15,4.58107,0.00729501,0.007231,1.00885,13662,9577,1.42654,153223,61854,2.47717,Pass
2719,6523,2.62892e-12,1.85172e-14,4.95563,0.00672338,0.005197,1.2937,28517,19731,1.44529,768759,341378,2.25193,Pass
105,6665,1.13551e-12,4.00201e-15,5.64804,0.0064019,0.008162,0.784354,27258,19500,1.39785,2.54165e+06,1.64472e+06,1.54533,Pass
225,6858,4.9797e-09,3.4785e-16,16.4769,0.0129528,0.00912,1.42026,95206,50374,1.88998,6.89495e+06,2.3931e+06,2.88117,Pass
177,6865,1.3624e-11,3.39527e-13,3.69203,0.0113636,0.013895,0.817819,47751,75733,0.630518,2.24301e+06,4.96363e+06,0.451889,Pass
2730,6891,9.39939e-14,2.45191e-15,3.64636,0.0189755,0.004544,4.17595,65128,21028,3.0972,7.28218e+06,411014,17.7176,Pass
2423,7076,7.03168e-13,5.9501e-14,2.4696,0.0118809,0.008604,1.38086,34559,25012,1.3817,959595,459141,2.08998,Pass
104,7228,5.32222e-13,3.65673e-15,4.98049,0.00992143,0.012677,0.782632,24763,16933,1.46241,5.47261e+06,3.53328e+06,1.54888,Pass
135,7285,8.4599e-14,9.15934e-16,4.52573,0.00813054,0.009303,0.87397,13272,11916,1.1138,580802,1.20046e+06,0.483816,Pass
1628,7300,5.27686e-10,8.59501e-16,13.3277,0.0109874,0.006986,1.57277,82588,42604,1.9385,4.40818e+06,1.37765e+06,3.19979,Pass
2722,7323,1.19526e-05,6.09247e-15,21.3972,0.0254183,0.010622,2.39299,142274,24452,5.8185,1.90216e+07,513775,37.0231,Fail
380,5818,1.22666e-12,7.69497e-15,5.07148,0.00290522,0.002797,1.03869,18292,10740,1.70317,694910,267010,2.60256,Pass
272,5453,4.36593e-11,1.44329e-15,10.3172,0.00719995,0.006011,1.1978,10604,8046,1.31792,39084,20149,1.93975,Pass
178,7361,4.85363e-12,8.00804e-13,1.80187,0.0105774,0.013692,0.772524,48826,77033,0.633832,2.26352e+06,4.32456e+06,0.523411,Pass
1106,4504,9.31005e-16,1.11239e-16,2.12458,0.00575241,0.003817,1.50705,9833,6054,1.62422,51935,15189,3.41925,Pass
138,7384,1.98217e-13,1.11369e-15,5.18168,0.00649444,0.009775,0.664393,17921,14310,1.25234,1.10337e+06,2.34864e+06,0.469792,Pass
893,2473,3.17637e-22,1.249e-16,-12.8821,0.00239017,0.001736,1.37683,2730,2473,1.10392,2984,2472,1.20712,Pass
137,7448,3.81639e-16,2.38524e-17,2.77259,0.0084079,0.007233,1.16244,11112,9563,1.16198,1.41042e+06,1.77535e+06,0.794448,Pass
182,7450,6.36533e-13,5.64826e-14,2.4221,0.00918986,0.009711,0.946335,35813,42482,0.843016,1.05134e+06,1.86141e+06,0.564811,Pass
183,7465,1.05808e-12,1.08174e-13,2.28047,0.00789452,0.011186,0.70575,38126,53087,0.71818,1.25418e+06,2.04718e+06,0.612638,Pass
294,3925,5.28508e-12,5.62031e-16,9.14884,0.00474674,0.00352,1.34851,19166,11011,1.74062,562870,191024,2.94659,Pass
208,4744,5.13714e-13,1.61642e-14,3.45887,0.00819651,0.004915,1.66765,15549,11611,1.33916,382710,307301,1.24539,Pass
180,7750,1.61093e-13,1.6355e-14,2.28745,0.00829042,0.007479,1.10849,27968,28022,0.998073,470049,596577,0.78791,Pass
287,7764,2.41127e-15,1.11022e-16,3.07818,0.00490918,0.005807,0.84539,18542,14345,1.29258,88183,53153,1.65904,Pass
2721,7787,1.58786e-12,2.83026e-15,6.32977,0.00731497,0.005966,1.22611,33266,24021,1.38487,808201,398743,2.02687,Pass
299,7996,1.83718e-10,7.06072e-17,14.7718,0.00529511,0.003322,1.59395,11661,9994,1.1668,26648,19983,1.33353,Pass
467,25,2.44249e-15,0,Inf,0.000134289,0.000154,0.872006,75,25,3,332,24,13.8333,Pass
2689,1425,1.8628e-09,3.46522e-15,13.1948,0.00208978,0.001194,1.75023,11692,2348,4.97956,524867,16555,31.7044,Pass
314,8555,9.57495e-14,2.88868e-13,-1.10424,0.00385065,0.003144,1.22476,16787,16616,1.01029,318327,333504,0.954492,Pass
111,8575,1.01863e-14,4.30211e-16,3.16452,0.00958319,0.008099,1.18326,17654,15223,1.15969,1.94242e+06,2.02233e+06,0.960485,Pass
214,8338,5.44887e-10,1.2544e-13,8.3765,0.0144545,0.011523,1.2544,74351,50333,1.47718,3.98417e+06,2.11018e+06,1.88808,Pass
110,8621,1.42057e-12,8.45397e-14,2.82159,0.0128093,0.015009,0.853441,47753,44568,1.07146,4.1742e+06,4.87561e+06,0.856139,Pass
